Warehouse_ID,Warehouse_Name,Warehouse_Type,City,State,Pincode,Area_sqft,Capacity_tons,Current_Stock_tons,Manager_Name,Manager_Phone,Established_Year,Cold_Storage,Operational_Status,Monthly_Cost_INR,Carrier_ID
WH05762,Dwarka Hub 5762,Mother Warehouse,Dwarka,Delhi,367456,177808,745,2385,Manager_159,9913810704,2018,TRUE,Expanding,1600578.97,CAR012
WH05763,Rohini Mother Warehouse 5763,Cold Storage,Rohini,Delhi,606521,239593,767,1041,Manager_111,9347337784,2007,TRUE,Under Maintenance,890477.08,CAR012
WH05764,Rourkela Dark Store 5764,Transit Depot,Rourkela,Odisha,975514,66530,7838,4054,Manager_463,9387873409,2020,FALSE,Under Maintenance,--,CAR014
WH05765,Dibrugarh Transit Depot 5765,Dark Store,Dibrugarh,Assam,967979,1740,1093,531,Manager_365,9373552770,2012,no,Inactive,248023.2,CAR004
WH05766,Salem Hub 5766,Cold Storage,Salem,Tamil Nadu,681549,74338,5431,3019,Manager_71,,2004,FALSE,Expanding,4496026.7,CAR001
WH05767,Patna Dark Store 5767,Fulfillment Center,Patna,Bihar,604036,149081,9936,4698,Manager_426,9252157588,2004,TRUE,Under Maintenance,1676735.44,CAR010
WH05768,Bathinda Dark Store 5768,Transit Depot,Bathinda,Punjab,875273,209034,3877,6460,Manager_414,9706218481,2001,FALSE,Inactive,355564.83,CAR005
WH05769,Dharamshala Dark Store 5769,Cold Storage,Dharamshala,Himachal Pradesh,638127,70081,5913,8312,Manager_378,9436488710,2016,FALSE,Expanding,327314.13,CAR013
WH05770,Kozhikode Spoke 5770,Dark Store,Kozhikode,Kerala,947205,267834,676,5913,Manager_35,9695101864,2014,Y,Expanding,3997157.02,CAR010
WH05771,Hyderabad Cold Storage 5771,Hub,Hyderabad,Telangana,531898,33540,1598,6947,Manager_399,9140186521,2009,TRUE,Active,1239916.54,CAR013
WH05772,Bhagalpur Transit Depot 5772,Transit Depot,Bhagalpur,Bihar,511188,132043,6765,5334,Manager_196,9378382491,2015,FALSE,Under Maintenance,3090123.33,CAR013
WH05773,Howrah Fulfillment Center 5773,Spoke,Howrah,West Bengal,641985,67509,8036,7633,Manager_52,9202884662,2008,TRUE,Expanding,3950502.15,CAR009
WH05774,Deoghar Transit Depot 5774,Hub,Deoghar,Jharkhand,,204407,6235,8614,Manager_29,,2008,TRUE,Expanding,729146.1,CAR006
WH05775,Asansol Cold Storage 5775,Mother Warehouse,Asansol,West Bengal,235378,105217,2036,7341,Manager_74,9863610735,2016,TRUE,Expanding,4095978.73,CAR015
WH05776,Jabalpur Dark Store 5776,Mother Warehouse,Jabalpur,Madhya Pradesh,552100,286057,6445,4147,Manager_10,9267045177,2005,FALSE,Inactive,58194.66,CAR009
WH05777,Hyderabad Cold Storage 5777,Cold Storage,Hyderabad,Telangana,374675,212551,9758,3176,Manager_295,9585361004,2020,TRUE,Inactive,4093599.77,CAR014
WH05778,Rishikesh Spoke 5778,Hub,Rishikesh,Uttarakhand,311704,202553,2285,,Manager_362,9864254430,2002,TRUE,Inactive,2296262.81,CAR012
WH05779,Thiruvananthapuram Spoke 5779,Transit Depot,Thiruvananthapuram,Kerala,679010,112337,9122,994,Manager_160,9793666812,2018,TRUE,Under Maintenance,1660666.23,CAR012
WH05780,Berhampur Transit Depot 5780,Hub,Berhampur,Odisha,700824,--,9347,8924,Manager_210,9963620679,2004,FALSE,Inactive,1360645.91,CAR006
WH05781,Rourkela Spoke 5781,Dark Store,Rourkela,Odisha,106463,298161,1851,1433,Manager_256,9223052611,2018,FALSE,Expanding,4639813.23,CAR012
WH05782,Hyderabad Fulfillment Center 5782,Transit Depot,Hyderabad,Telangana,548645,247963,313,5406,Manager_500,9823326124,2011,FALSE,Inactive,897932.87,CAR002
WH05783,Warangal Hub 5783,Cold Storage,Warangal,Telangana,606988,46164,4901,7314,Manager_15,9651793506,2004,FALSE,Active,2610117.45,CAR006
WH05784,Kolkata Transit Depot 5784,Fulfillment Center,Kolkata,West Bengal,935121,182131,6590,4774,Manager_207,9909796015,2005,TRUE,Under Maintenance,1836031.01,CAR002
WH05785,Dehradun Mother Warehouse 5785,Spoke,Dehradun,Uttarakhand,285007,94331,5624,1781,Manager_478,9387782039,2020,FALSE,Active,2485599.61,CAR001
WH05786,Mandi Cold Storage 5786,Spoke,Mandi,Himachal Pradesh,562903,22597,2004,1592,Manager_366,9595396201,2003,FALSE,Inactive,192966.98,CAR004
WH05787,Bhopal Mother Warehouse 5787,Dark Store,Bhopal,Madhya Pradesh,811867,122757,5845,3113,Manager_365,9228041829,2024,FALSE,Inactive,442682.34,CAR013
WH05788,Salem Cold Storage 5788,Transit Depot,Salem,Tamil Nadu,929597,123689,419,222,Manager_96,9498184969,2015,TRUE,Expanding,2740682.45,CAR001
WH05789,Howrah Dark Store 5789,Spoke,Howrah,West Bengal,748596,252382,8286,7676,Manager_136,9285192639,2008,TRUE,Inactive,2293297.6,CAR011
WH05790,Gurugram Transit Depot 5790,Dark Store,Gurugram,Haryana,800235,172203,4206,5923,Manager_300,9713148874,2003,TRUE,Under Maintenance,4749077.6,CAR010
WH05791,Dehradun Hub 5791,Transit Depot,Dehradun,Uttarakhand,631045,271646,7188,3909,Manager_108,9540573394,2019,FALSE,Inactive,3073492.33,CAR014
WH05792,Kochi Cold Storage 5792,Spoke,Kochi,Kerala,,202065,4385,2801,Manager_300,9153456905,2009,FALSE,Active,1454783.35,CAR014
WH05793,Salem Hub 5793,Cold Storage,Salem,Tamil Nadu,669292,230336,5196,,Manager_458,9721044654,2004,FALSE,Active,2905668.22,CAR015
WH05794,Varanasi Hub 5794,Transit Depot,Varanasi,Uttar Pradesh,261412,29768,8262,1036,Manager_304,9563680808,2015,FALSE,Active,1708335.76,CAR015
WH05795,Dehradun Spoke 5795,Fulfillment Center,Dehradun,Uttarakhand,750644,154905,7795,8594,Manager_181,9654536825,2015,TRUE,Under Maintenance,2622697.67,CAR002
WH05796,Bhagalpur Dark Store 5796,Transit Depot,Bhagalpur,Bihar,951128,165144,8848,4980,Manager_120,9539295194,1999,TRUE,Expanding,4878346.5,CAR002
WH05797,Lucknow Transit Depot 5797,Dark Store,Lucknow,Uttar Pradesh,,143263,5700,,Manager_375,9975133421,2012,FALSE,Active,1114145.67,CAR008
WH05798,Gwalior Spoke 5798,Mother Warehouse,Gwalior,Madhya Pradesh,696273,279787,2167,4923,Manager_54,9412388138,2022,FALSE,Expanding,1870649.09,CAR015
WH05799,Rajkot Spoke 5799,Dark Store,Rajkot,Gujarat,124721,214505,4810,2153,Manager_239,9325544086,2008,TRUE,Under Maintenance,4768743.32,CAR006
WH05800,Siliguri Transit Depot 5800,Cold Storage,Siliguri,West Bengal,112530,241812,534,3419,Manager_198,9709580440,2016,FALSE,Active,1077231.75,CAR014
WH05801,Faridabad Fulfillment Center 5801,Dark Store,Faridabad,Haryana,464952,197176,9860,8356,Manager_296,9350725808,2024,TRUE,Expanding,1978754.64,CAR005
WH05802,Siliguri Transit Depot 5802,Fulfillment Center,Siliguri,West Bengal,347405,TBD,9274,5044,Manager_77,9941234789,2007,FALSE,Active,939676.37,CAR006
WH05803,Cuttack Spoke 5803,Cold Storage,Cuttack,Odisha,942760,37886,9845,1391,Manager_172,9185914853,2021,TRUE,Inactive,2491399.15,CAR003
WH05804,Kota Mother Warehouse 5804,Cold Storage,Kota,Rajasthan,928351,115684,7058,6121,Manager_197,9356323697,2009,Y,Active,981431.05,CAR010
WH05805,Panipat Mother Warehouse 5805,Fulfillment Center,Panipat,Haryana,847952,16758,8120,99,Manager_294,9745988028,2016,FALSE,Active,2203425.03,CAR009
WH05806,Bhagalpur Fulfillment Center 5806,Transit Depot,Bhagalpur,Bihar,610764,198231,4820,3641,Manager_68,,2003,FALSE,Inactive,2318422.1,CAR003
WH05807,Dharamshala Mother Warehouse 5807,Spoke,Dharamshala,Himachal Pradesh,712100,96502,4388,6163,Manager_26,9708376265,2004,FALSE,Inactive,4443430.91,CAR004
WH05808,Deoghar Fulfillment Center 5808,Hub,Deoghar,Jharkhand,775360,47236,432,4130,Manager_393,9479676932,2020,TRUE,Inactive,1248204.64,CAR003
WH05809,Panaji Cold Storage 5809,Fulfillment Center,Panaji,Goa,157278,74725,9979,3751,Manager_186,9921870169,2001,TRUE,Under Maintenance,4945171.26,CAR007
WH05810,Kolkata Dark Store 5810,Cold Storage,Kolkata,West Bengal,426288,149609,8723,5573,Manager_15,9133258540,2006,FALSE,Active,471840.67,CAR003
WH05811,Haridwar Cold Storage 5811,Fulfillment Center,Haridwar,Uttarakhand,832196,197860,9001,1470,Manager_322,9901668698,2003,FALSE,Inactive,4178970.94,CAR006
WH05812,Ujjain Spoke 5812,Mother Warehouse,Ujjain,Madhya Pradesh,623330,229756,5757,8823,Manager_309,,2024,TRUE,Inactive,3242363.11,CAR002
WH05813,Noida Transit Depot 5813,Transit Depot,Noida,Delhi,401183,211266,5878,4465,Manager_318,9232222242,2005,FALSE,Expanding,3672631.29,CAR001
WH05814,Bathinda Transit Depot 5814,Hub,Bathinda,Punjab,587940,114805,91,6813,Manager_315,9184229441,2004,TRUE,Expanding,4411830.62,CAR006
WH05815,Rohtak Cold Storage 5815,Cold Storage,Rohtak,Haryana,437082,72640,7089,8027,Manager_70,9183736828,1998,TRUE,Active,1029733.51,CAR005
WH05816,Mysuru Transit Depot 5816,Spoke,Mysuru,Karnataka,245398,193990,6099,7288,Manager_341,9343051111,2023,TRUE,Under Maintenance,1008835.83,CAR014
WH05817,Rourkela Mother Warehouse 5817,Cold Storage,Rourkela,Odisha,964629,142170,2531,7776,Manager_391,9195425799,2008,TRUE,Expanding,3959544.59,CAR012
WH05818,Asansol Spoke 5818,Cold Storage,Asansol,West Bengal,766998,unknown,9238,4086,Manager_274,9282020425,2011,FALSE,Under Maintenance,507896,CAR002
WH05819,Ludhiana Spoke 5819,Cold Storage,Ludhiana,Punjab,552283,241767,7900,3121,Manager_232,9878280075,1998,FALSE,Expanding,1837501.07,CAR004
WH05820,Ujjain Cold Storage 5820,Mother Warehouse,Ujjain,Madhya Pradesh,857238,135629,8588,3341,Manager_345,,2013,FALSE,Active,4143605.71,CAR007
WH05821,Patna Mother Warehouse 5821,Transit Depot,Patna,Bihar,808995,157394,1546,3823,Manager_251,9173596127,2021,TRUE,Expanding,4542346.25,CAR006
WH05822,Gandhinagar Fulfillment Center 5822,Mother Warehouse,Gandhinagar,Gujarat,660363,75512,3624,50,Manager_412,9514641779,1999,FALSE,Active,4417169.39,CAR001
WH05823,Lucknow Fulfillment Center 5823,Mother Warehouse,Lucknow,Uttar Pradesh,689863,55155,8404,1328,Manager_178,9709073772,2004,TRUE,Inactive,1988571.44,CAR003
WH05824,Kozhikode Transit Depot 5824,Mother Warehouse,Kozhikode,Kerala,282604,57626,2604,2406,Manager_159,9494314888,2020,FALSE,Under Maintenance,1734266.81,CAR013
WH05825,Bathinda Mother Warehouse 5825,Cold Storage,Bathinda,Punjab,316268,66701,3180,1787,Manager_499,9652949158,2023,FALSE,Under Maintenance,4500805.92,CAR005
WH05826,Muzaffarpur Transit Depot 5826,Mother Warehouse,Muzaffarpur,Bihar,345769,110894,7406,1345,Manager_84,9564809592,2011,TRUE,Expanding,4357256.79,CAR002
WH05827,Shimla Dark Store 5827,Mother Warehouse,Shimla,Himachal Pradesh,397636,259693,8216,5180,Manager_409,9183438711,2009,TRUE,Expanding,4378829.12,CAR005
WH05828,Darbhanga Mother Warehouse 5828,Transit Depot,Darbhanga,Bihar,,55160,6057,1865,Manager_266,,2016,FALSE,Under Maintenance,1113104.05,CAR007
WH05829,Haldwani Hub 5829,Spoke,Haldwani,Uttarakhand,872701,6399,3141,3547,Manager_7,9675561265,1999,FALSE,Active,1647111.51,CAR010
WH05830,Dharamshala Hub 5830,Hub,Dharamshala,Himachal Pradesh,442926,200561,862,7906,Manager_288,9759513303,2000,FALSE,Active,3724040.09,CAR005
WH05831,Surat Transit Depot 5831,Mother Warehouse,Surat,Gujarat,851148,192644,2686,2165,Manager_394,9604583599,2017,TRUE,Active,2203947.41,CAR004
WH05832,Belagavi Fulfillment Center 5832,Transit Depot,Belagavi,Karnataka,692153,166937,366,4104,Manager_269,9489210288,2009,FALSE,Expanding,1188121.13,CAR012
WH05833,Lucknow Spoke 5833,Spoke,Lucknow,Uttar Pradesh,613657,276547,4426,,Manager_133,9266634256,2024,FALSE,Active,2712678.57,CAR012
WH05834,Nagpur Dark Store 5834,Hub,Nagpur,Maharashtra,599741,183059,1626,,Manager_345,9223213398,2004,FALSE,Expanding,1417462.91,CAR001
WH05835,Salem Dark Store 5835,Hub,Salem,Tamil Nadu,,43150,8283,5810,Manager_294,9209065824,2005,FALSE,Active,4963998.35,CAR003
WH05836,Haridwar Cold Storage 5836,Mother Warehouse,Haridwar,Uttarakhand,749746,264160,1401,5668,Manager_154,9261449488,2011,TRUE,Under Maintenance,2557314.92,CAR003
WH05837,Ranchi Dark Store 5837,Dark Store,Ranchi,Jharkhand,770461,161167,6318,4958,Manager_14,9816337176,2021,TRUE,Under Maintenance,2814772.97,CAR004
WH05838,Jaipur Fulfillment Center 5838,Fulfillment Center,Jaipur,Rajasthan,294312,69998,6196,7548,Manager_196,9914660535,2011,FALSE,Inactive,1802605.44,CAR011
WH05839,Agra Spoke 5839,Transit Depot,Agra,Uttar Pradesh,248995,130973,8284,,Manager_305,9563090409,2022,FALSE,Inactive,2381268.9,CAR005
WH05840,Agra Dark Store 5840,Spoke,Agra,Uttar Pradesh,317991,152981,9189,835,Manager_302,9175069155,1999,N,Under Maintenance,2466162.85,CAR012
WH05841,Tezpur Fulfillment Center 5841,Fulfillment Center,Tezpur,Assam,872081,31375,6357,1197,Manager_315,9440986688,2002,TRUE,Expanding,1714610.21,CAR009
WH05842,Ujjain Dark Store 5842,Transit Depot,Ujjain,Madhya Pradesh,464257,220420,89,6177,Manager_5,9398213757,2011,FALSE,Expanding,1621965.89,CAR007
WH05843,Udaipur Dark Store 5843,Cold Storage,Udaipur,Rajasthan,186148,254370,1882,5735,Manager_395,9626823605,2009,FALSE,Expanding,2903467.25,CAR008
WH05844,Durgapur Mother Warehouse 5844,Hub,Durgapur,West Bengal,168389,114475,9719,29,Manager_482,9388587878,2003,FALSE,Active,97920.34,CAR008
WH05845,Mumbai Cold Storage 5845,Mother Warehouse,Mumbai,Maharashtra,828294,189888,190,4061,Manager_20,9318628229,2006,FALSE,Inactive,1715319.11,CAR015
WH05846,Kota Hub 5846,Mother Warehouse,Kota,Rajasthan,304684,14004,6339,3497,Manager_455,,2007,TRUE,Inactive,1280623.24,CAR006
WH05847,Thrissur Spoke 5847,Spoke,Thrissur,Kerala,873836,29286,6746,4921,Manager_85,9947320805,2005,FALSE,Inactive,3808258.86,CAR008
WH05848,Thiruvananthapuram Hub 5848,Spoke,Thiruvananthapuram,Kerala,176224,69987,4550,4935,Manager_373,,2012,TRUE,Under Maintenance,N/A,CAR003
WH05849,Vadodara Spoke 5849,Transit Depot,Vadodara,Gujarat,676212,142490,3234,5781,Manager_195,9441143255,2003,TRUE,Under Maintenance,4230042.91,CAR009
WH05850,Karimnagar Transit Depot 5850,Mother Warehouse,Karimnagar,Telangana,400168,99624,2400,7231,Manager_235,9232454332,1999,FALSE,Under Maintenance,3378246.58,CAR010
WH05851,Asansol Mother Warehouse 5851,Dark Store,Asansol,West Bengal,136127,36443,5580,2075,Manager_409,9146219257,2019,TRUE,Inactive,4852631.61,CAR012
WH05852,Durgapur Transit Depot 5852,Transit Depot,Durgapur,West Bengal,312864,92474,5871,7448,Manager_30,9427414307,2018,TRUE,Expanding,422352.05,CAR008
WH05853,Bengaluru Transit Depot 5853,Cold Storage,Bengaluru,Karnataka,165503,65931,9887,791,Manager_491,9653912619,2018,TRUE,Under Maintenance,2513914.16,CAR006
WH05854,Dibrugarh Spoke 5854,Spoke,Dibrugarh,Assam,765999,137783,2926,6708,Manager_194,,2014,TRUE,Active,4833962.06,CAR015
WH05855,Karimnagar Fulfillment Center 5855,Mother Warehouse,Karimnagar,Telangana,151146,210513,3004,2496,Manager_408,9115270448,1998,FALSE,Under Maintenance,3130160.45,CAR015
WH05856,Kolkata Hub 5856,Mother Warehouse,Kolkata,West Bengal,351998,15243,1248,7355,Manager_469,9977283384,2009,TRUE,Inactive,3135410.31,CAR009
WH05857,Guwahati Spoke 5857,Fulfillment Center,Guwahati,Assam,549199,131691,2414,8423,Manager_449,9962879759,2023,TRUE,Expanding,322553.44,CAR007
WH05858,Gandhinagar Cold Storage 5858,Spoke,Gandhinagar,Gujarat,647905,160512,5297,7733,Manager_344,9797611374,2013,TRUE,Expanding,1709597.11,CAR009
WH05859,Rohtak Mother Warehouse 5859,Mother Warehouse,Rohtak,Haryana,644388,156238,4671,1705,Manager_77,9617691800,2023,FALSE,Active,3172289.22,CAR003
WH05860,Mandi Dark Store 5860,Cold Storage,Mandi,Himachal Pradesh,567790,83209,9679,1934,Manager_214,9478921763,2022,TRUE,Inactive,95149.67,CAR011
WH05861,Asansol Hub 5861,Mother Warehouse,Asansol,West Bengal,182689,186035,7871,8300,Manager_322,9115587181,2002,FALSE,Active,3199836.36,CAR003
WH05862,Guwahati Hub 5862,Hub,Guwahati,Assam,152622,269346,8627,7634,Manager_49,9580980465,2013,FALSE,Under Maintenance,296510.86,CAR009
WH05863,Vasco Dark Store 5863,Dark Store,Vasco,Goa,371459,207808,2877,,Manager_248,9714295974,2008,FALSE,Active,2170151.55,CAR010
WH05864,Mysuru Dark Store 5864,Mother Warehouse,Mysuru,Karnataka,866188,237912,2710,690,Manager_167,9816511391,2019,TRUE,Active,3252270.42,CAR011
WH05865,Jodhpur Fulfillment Center 5865,Cold Storage,Jodhpur,Rajasthan,157402,283356,2138,3006,Manager_29,9528891099,2014,TRUE,Expanding,2359268.71,CAR001
WH05866,Bokaro Transit Depot 5866,Spoke,Bokaro,Jharkhand,880897,92060,9408,5827,Manager_343,9603833603,2010,FALSE,Inactive,1509660.36,CAR008
WH05867,Patna Fulfillment Center 5867,Mother Warehouse,Patna,Bihar,470339,165037,4334,2598,Manager_306,9811627393,2000,TRUE,Active,1227952.48,CAR008
WH05868,Aurangabad Transit Depot 5868,Mother Warehouse,Aurangabad,Maharashtra,176859,30605,7118,2039,Manager_54,9421406507,2016,Y,Under Maintenance,2661078.26,CAR006
WH05869,Kolkata Transit Depot 5869,Fulfillment Center,Kolkata,West Bengal,935590,278501,1919,4028,Manager_277,9912190276,2016,TRUE,Under Maintenance,2370514.73,CAR002
WH05870,Muzaffarpur Spoke 5870,Dark Store,Muzaffarpur,Bihar,318606,143640,5080,6877,Manager_204,9306605209,2008,FALSE,Inactive,1737891,CAR013
WH05871,Shimla Cold Storage 5871,Dark Store,Shimla,Himachal Pradesh,905941,118485,3292,6746,Manager_20,9374983609,2012,TRUE,Active,4495142.71,CAR011
WH05872,Hyderabad Fulfillment Center 5872,Dark Store,Hyderabad,Telangana,222997,299757,9001,141,Manager_421,9101925982,2002,FALSE,Expanding,1020537.82,CAR005
WH05873,Darbhanga Transit Depot 5873,Mother Warehouse,Darbhanga,Bihar,685100,27469,7891,4325,Manager_10,9652257457,2019,FALSE,Inactive,3837551.84,CAR003
WH05874,Karimnagar Hub 5874,Transit Depot,Karimnagar,Telangana,569779,269431,143,2893,Manager_157,9892650556,1998,TRUE,Under Maintenance,3306360.31,CAR012
WH05875,Vadodara Dark Store 5875,Mother Warehouse,Vadodara,Gujarat,195777,100450,1622,8432,Manager_242,9480511879,2001,TRUE,Expanding,2573199.6,CAR012
WH05876,Lucknow Mother Warehouse 5876,Hub,Lucknow,Uttar Pradesh,822659,82295,8117,8200,Manager_453,9958095262,2008,TRUE,Inactive,4608354.9,CAR009
WH05877,Dwarka Spoke 5877,Mother Warehouse,Dwarka,Delhi,321057,223836,1802,7477,Manager_137,9578773888,2022,FALSE,Active,4056114.74,CAR006
WH05878,Indore Hub 5878,Cold Storage,Indore,Madhya Pradesh,634017,215608,3687,4618,Manager_97,9761018858,1998,FALSE,Inactive,3598012.31,CAR015
WH05879,Kota Transit Depot 5879,Transit Depot,Kota,Rajasthan,558438,41288,7373,,Manager_260,9795270917,2018,FALSE,Under Maintenance,1044026.68,CAR013
WH05880,Khammam Mother Warehouse 5880,Mother Warehouse,Khammam,Telangana,353770,119939,5511,3739,Manager_296,9892797048,1999,FALSE,Under Maintenance,929018.35,CAR008
WH05881,Agra Transit Depot 5881,Cold Storage,Agra,Uttar Pradesh,903151,282283,717,4484,Manager_226,9770240900,2024,TRUE,Expanding,2965006.45,CAR001
WH05882,Bhagalpur Transit Depot 5882,Fulfillment Center,Bhagalpur,Bihar,374396,12052,6026,6300,Manager_2,9648176619,1999,TRUE,Inactive,1797478.13,CAR009
WH05883,Jamshedpur Fulfillment Center 5883,Hub,Jamshedpur,Jharkhand,274182,62001,6711,27,Manager_14,9801459173,2014,1,Under Maintenance,2374027.77,CAR002
WH05884,Dibrugarh Hub 5884,Spoke,Dibrugarh,Assam,865445,144818,5587,9,Manager_442,9312737626,2022,TRUE,Inactive,322820.58,CAR012
WH05885,Agra Mother Warehouse 5885,Hub,Agra,Uttar Pradesh,736060,99505,8491,1006,Manager_193,9808950478,2002,FALSE,Expanding,4598597.74,CAR003
WH05886,Kozhikode Fulfillment Center 5886,Mother Warehouse,Kozhikode,Kerala,112319,165988,3263,4241,Manager_187,9213923570,2012,FALSE,Expanding,2068233.49,CAR002
WH05887,Hubli Dark Store 5887,Mother Warehouse,Hubli,Karnataka,164771,169205,9111,567,Manager_449,,2007,FALSE,Active,4387041.59,CAR010
WH05888,Manali Hub 5888,Spoke,Manali,Himachal Pradesh,868802,7372,810,7812,Manager_153,9577460210,2002,TRUE,Under Maintenance,2251797.88,CAR006
WH05889,Kannur Mother Warehouse 5889,Transit Depot,Kannur,Kerala,205249,123223,868,7955,Manager_389,9361653770,2018,FALSE,Expanding,1488871.18,CAR004
WH05890,Thiruvananthapuram Hub 5890,Dark Store,Thiruvananthapuram,Kerala,836084,3859,6278,8304,Manager_5,9777470581,2002,TRUE,Active,4823589.61,CAR013
WH05891,Jabalpur Dark Store 5891,Dark Store,Jabalpur,Madhya Pradesh,142116,TBD,598,5117,Manager_397,9252607513,1999,TRUE,Under Maintenance,962996.4,CAR012
WH05892,Coimbatore Spoke 5892,Spoke,Coimbatore,Tamil Nadu,608567,83947,9752,4147,Manager_409,9839139439,2017,FALSE,Under Maintenance,349457.39,CAR014
WH05893,Indore Hub 5893,Spoke,Indore,Madhya Pradesh,861535,51455,5793,6673,Manager_34,9464845418,2005,FALSE,Expanding,508452.38,CAR010
WH05894,Howrah Fulfillment Center 5894,Hub,Howrah,West Bengal,915415,32896,474,5728,Manager_66,9449403730,2007,TRUE,Inactive,2735716.36,CAR013
WH05895,Tezpur Hub 5895,Spoke,Tezpur,Assam,914733,159037,4630,8050,Manager_455,9775794736,2020,TRUE,Expanding,4699533.28,CAR003
WH05896,Tezpur Fulfillment Center 5896,Cold Storage,Tezpur,Assam,562700,164057,6895,2553,Manager_287,9886912975,2019,FALSE,Inactive,1873366.76,CAR011
WH05897,Mangaluru Dark Store 5897,Hub,Mangaluru,Karnataka,152616,38167,1314,1214,Manager_382,9871702091,2020,TRUE,Active,1058635.04,CAR012
WH05898,Indore Dark Store 5898,Fulfillment Center,Indore,Madhya Pradesh,592616,106226,4550,2322,Manager_57,9165685558,2020,TRUE,Active,2322652.93,CAR007
WH05899,Ambala Cold Storage 5899,Mother Warehouse,Ambala,Haryana,598473,220954,8452,4617,Manager_196,9822772659,2015,FALSE,Active,2840696.26,CAR002
WH05900,Kannur Hub 5900,Hub,Kannur,Kerala,560108,89487,9819,2651,Manager_98,9154458018,2008,FALSE,Inactive,1340441.08,CAR005
WH05901,Jaipur Dark Store 5901,Spoke,Jaipur,Rajasthan,714490,247061,513,5416,Manager_416,9447528564,2009,FALSE,Expanding,3421096.5,CAR003
WH05902,Kochi Cold Storage 5902,Cold Storage,Kochi,Kerala,163404,--,3323,883,Manager_6,9887546114,2021,FALSE,Inactive,4573577.95,CAR012
WH05903,Udaipur Transit Depot 5903,Dark Store,Udaipur,Rajasthan,359594,51851,2576,6997,Manager_421,9470071866,2003,TRUE,Under Maintenance,2621470.94,CAR008
WH05904,Rohtak Spoke 5904,Hub,Rohtak,Haryana,344036,278974,1835,1892,Manager_267,9829275114,2009,TRUE,Expanding,3642633.59,CAR002
WH05905,Nagpur Mother Warehouse 5905,Mother Warehouse,Nagpur,Maharashtra,578922,58851,2552,6555,Manager_431,9686452122,2005,FALSE,Active,3570097.39,CAR012
WH05906,Nizamabad Dark Store 5906,Transit Depot,Nizamabad,Telangana,777558,251902,7940,7329,Manager_187,9299476563,2004,TRUE,Active,684950.34,CAR001
WH05907,Jamshedpur Mother Warehouse 5907,Transit Depot,Jamshedpur,Jharkhand,815863,250163,9780,3476,Manager_187,9581075689,2024,TRUE,Inactive,4847607.37,CAR003
WH05908,Bokaro Spoke 5908,Cold Storage,Bokaro,Jharkhand,279763,196946,7449,7879,Manager_75,,2006,TRUE,Under Maintenance,3664428.43,CAR012
WH05909,Howrah Spoke 5909,Transit Depot,Howrah,West Bengal,325381,152422,1272,1056,Manager_417,9925858267,2024,FALSE,Inactive,3326838.67,CAR007
WH05910,Ahmedabad Cold Storage 5910,Dark Store,Ahmedabad,Gujarat,754085,296846,9694,,Manager_311,9535631186,2006,TRUE,Active,1752208.87,CAR012
WH05911,Meerut Cold Storage 5911,Cold Storage,Meerut,Uttar Pradesh,278409,96638,9127,338,Manager_274,9658117198,2003,TRUE,Expanding,2432524.98,CAR012
WH05912,Deoghar Fulfillment Center 5912,Cold Storage,Deoghar,Jharkhand,348885,83516,1084,7332,Manager_335,9744269601,2007,FALSE,Expanding,1724861.79,CAR013
WH05913,Coimbatore Spoke 5913,Hub,Coimbatore,Tamil Nadu,649969,228921,6212,5244,Manager_343,9977479149,2020,0,Active,4498305,CAR011
WH05914,Mumbai Dark Store 5914,Hub,Mumbai,Maharashtra,567734,139533,8397,5870,Manager_456,9121970803,2015,FALSE,Expanding,2039836.39,CAR013
WH05915,Karimnagar Fulfillment Center 5915,Mother Warehouse,Karimnagar,Telangana,300259,183466,1161,6975,Manager_491,9325377736,2010,FALSE,Under Maintenance,3031407.42,CAR013
WH05916,Amritsar Spoke 5916,Cold Storage,Amritsar,Punjab,189952,286901,3973,6363,Manager_162,9979669513,2000,FALSE,Expanding,3821027.88,CAR008
WH05917,Rourkela Transit Depot 5917,Cold Storage,Rourkela,Odisha,268973,126527,8276,644,Manager_72,9253994886,2020,TRUE,Inactive,667348.23,CAR003
WH05918,Dhanbad Transit Depot 5918,Cold Storage,Dhanbad,Jharkhand,603939,199786,3399,704,Manager_3,9716662350,2012,TRUE,Inactive,188402.39,CAR008
WH05919,Gwalior Dark Store 5919,Fulfillment Center,Gwalior,Madhya Pradesh,539030,167477,251,5778,Manager_460,9773273939,2009,FALSE,Active,4455738.79,CAR015
WH05920,Vasco Fulfillment Center 5920,Mother Warehouse,Vasco,Goa,509567,--,1529,2710,Manager_376,9167911748,1999,FALSE,Inactive,3177683.16,CAR013
WH05921,Hubli Mother Warehouse 5921,Cold Storage,Hubli,Karnataka,991847,112597,4482,4597,Manager_340,9561620159,2013,FALSE,Active,3328199.67,CAR009
WH05922,Shimla Mother Warehouse 5922,Spoke,Shimla,Himachal Pradesh,747795,132613,7539,6885,Manager_229,9104821235,2020,TRUE,Expanding,1208145.2,CAR004
WH05923,Jamshedpur Transit Depot 5923,Transit Depot,Jamshedpur,Jharkhand,377772,125122,1777,2687,Manager_378,9410497310,2014,FALSE,Inactive,2975941.77,CAR010
