Carrier_ID,Carrier_Name,HQ_City,HQ_State,Fleet_Size,Founded_Year,Rating_5,Contact_Email,Annual_Revenue_Cr,Owns_Aircraft,Service_Type,Pan_India,ISO_Certified,Active_Pincodes,NPS_Score
CAR05713,Redif Logistics,Madurai,Himachal Pradesh,7129,2000,2.8,ops5713@carrier.in,14079.09,FALSE,Economy,FALSE,TRUE,11468,69
CAR05714,Ekart Logistics,Mapusa,West Bengal,18130,2010,2.2,ops5714@carrier.in,12720.03,FALSE,Express,FALSE,TRUE,10305,90
CAR05715,Shiprocket,Faridabad,Jharkhand,12338,2000,3.1,ops5715@carrier.in,16054.19,no,Next Day,FALSE,TRUE,3986,29
CAR05716,TVS Supply Chain,Thrissur,Maharashtra,19985,1999,2.3,ops5716@carrier.in,10590.16,FALSE,Economy,TRUE,FALSE,5280,49
CAR05717,Om Logistics,Guwahati,Bihar,18011,2004,2,ops5717@carrier.in,5250.88,TRUE,Economy,FALSE,FALSE,15523,43
CAR05718,Ecom Express,Khammam,Haryana,13157,2008,2.8,ops5718@carrier.in,11586.7,FALSE,Same Day,TRUE,FALSE,2478,26
CAR05719,Gati Ltd,Amritsar,Rajasthan,18129,2009,4.5,ops5719@carrier.in,71.09,FALSE,Same Day,TRUE,FALSE,1727,56
CAR05720,Porter Technologies,Udaipur,Bihar,17518,2020,3.3,ops5720@carrier.in,9045.17,FALSE,Next Day,TRUE,FALSE,15150,50
CAR05721,TCI Express,Margao,Kerala,18171,1995,3.9,ops5721@carrier.in,10279.06,FALSE,Next Day,FALSE,FALSE,15937,63
CAR05722,Ecom Express,Warangal,Uttar Pradesh,10559,2009,3.2,ops5722@carrier.in,18964.44,FALSE,Express,FALSE,TRUE,5182,89
CAR05723,Mahindra Logistics,Chennai,Himachal Pradesh,8492,2015,,ops5723@carrier.in,19305.72,FALSE,Same Day,TRUE,FALSE,16455,54
CAR05724,Safexpress,Ranchi,Uttarakhand,7173,1996,3.2,ops5724@carrier.in,2800.97,FALSE,Economy,FALSE,TRUE,8128,
CAR05725,TCI Express,Silchar,Karnataka,9570,2011,2.3,ops5725@carrier.in,Confidential,TRUE,Same Day,TRUE,TRUE,995,65
CAR05726,Express Roadways,Jodhpur,Rajasthan,5609,1989,2,ops5726@carrier.in,8755.63,TRUE,Next Day,TRUE,TRUE,11745,79
CAR05727,Mahindra Logistics,Kota,Punjab,14602,2004,3.5,ops5727@carrier.in,1112.68,TRUE,Standard,TRUE,FALSE,17499,19
CAR05728,Om Logistics,Cuttack,Delhi,18363,2006,4.6,ops5728@carrier.in,15227.47,TRUE,Express,TRUE,FALSE,11606,21
CAR05729,Amazon Logistics India,Asansol,Himachal Pradesh,15484,1983,3.3,ops5729@carrier.in,5881.46,TRUE,Standard,TRUE,FALSE,14980,47
CAR05730,VRL Logistics,Bhagalpur,Assam,19952,1991,,ops5730@carrier.in,7823.84,FALSE,Express,TRUE,FALSE,15462,39
CAR05731,VRL Logistics,Dharamshala,Goa,13287,1980,2.7,ops5731@carrier.in,8083.19,FALSE,Standard,FALSE,FALSE,18058,31
CAR05732,Blue Dart Express,Rishikesh,Karnataka,15536,2005,4.8,ops5732@carrier.in,16720.15,TRUE,Standard,TRUE,FALSE,10623,18
CAR05733,Shadowfax Technologies,Howrah,Rajasthan,17086,2013,4.1,ops5733@carrier.in,18523.44,FALSE,Standard,TRUE,TRUE,13674,42
CAR05734,Shadowfax Technologies,Kanpur,Madhya Pradesh,2806,1981,2.8,ops5734@carrier.in,15501.93,FALSE,Express,TRUE,TRUE,13280,15
CAR05735,Safexpress,Guwahati,Bihar,5125,1991,3.2,ops5735@carrier.in,19248.71,FALSE,Same Day,TRUE,TRUE,2120,40
CAR05736,Ecom Express,Thrissur,Telangana,12860,1980,1.8,ops5736@carrier.in,14226.91,FALSE,Same Day,TRUE,TRUE,7836,75
CAR05737,Dunzo Daily,Udaipur,Jharkhand,16882,2002,3.9,ops5737@carrier.in,13027.35,FALSE,Standard,TRUE,FALSE,15389,78
CAR05738,Spoton Logistics,Bhopal,West Bengal,N/A,2012,1.9,ops5738@carrier.in,14282.05,FALSE,Economy,TRUE,FALSE,17377,31
CAR05739,Mahindra Logistics,Gurugram,West Bengal,16643,1985,4.7,ops5739@carrier.in,13233.56,TRUE,Next Day,FALSE,TRUE,16335,81
CAR05740,FedEx India,Haldwani,Rajasthan,5311,1983,2.2,ops5740@carrier.in,11746.76,TRUE,Next Day,TRUE,TRUE,4122,
CAR05741,Xpressbees,Tezpur,Assam,3201,2007,2.8,ops5741@carrier.in,7192.68,FALSE,Economy,TRUE,FALSE,7191,79
CAR05742,Professional Couriers,Ajmer,Himachal Pradesh,6583,1985,4.3,ops5742@carrier.in,274.34,FALSE,Express,TRUE,FALSE,11103,87
CAR05743,Shadowfax Technologies,Ambala,Rajasthan,12845,1988,2,ops5743@carrier.in,522.86,FALSE,Express,TRUE,TRUE,14632,88
CAR05744,Express Roadways,Coimbatore,Gujarat,6112,2005,3.2,ops5744@carrier.in,17763.37,TRUE,Same Day,TRUE,FALSE,11403,59
CAR05745,Ecom Express,Pune,Karnataka,9500,1983,2,ops5745@carrier.in,7010.76,FALSE,Standard,TRUE,FALSE,18031,61
CAR05746,Vulcan Express,Haldwani,Karnataka,2334,1993,5,ops5746@carrier.in,18521.77,FALSE,Same Day,TRUE,FALSE,14216,10
CAR05747,Rivigo,Siliguri,Uttarakhand,14996,1993,3.9,ops5747@carrier.in,Confidential,FALSE,Economy,TRUE,FALSE,18153,27
CAR05748,Shree Maruti Courier,Thiruvananthapuram,Kerala,13748,2002,1.9,ops5748@carrier.in,1854.77,TRUE,Standard,TRUE,FALSE,17807,
CAR05749,Safexpress,Shimla,Assam,4739,2008,3.9,ops5749@carrier.in,1410.31,FALSE,Express,TRUE,FALSE,1451,83
CAR05750,Safexpress,Cuttack,Uttar Pradesh,9716,1983,2.8,ops5750@carrier.in,4580.61,TRUE,Same Day,FALSE,TRUE,6059,90
CAR05751,Express Roadways,Solan,Delhi,18110,1991,4.4,ops5751@carrier.in,15139.67,FALSE,Economy,FALSE,TRUE,13782,44
CAR05752,Porter Technologies,Kannur,Gujarat,18502,2010,3.7,ops5752@carrier.in,1465.88,FALSE,Same Day,TRUE,FALSE,5910,44
CAR05753,FedEx India,Bokaro,Tamil Nadu,3320,1999,,ops5753@carrier.in,7395.53,FALSE,Economy,TRUE,TRUE,12315,89
CAR05754,Ekart Logistics,Bokaro,West Bengal,10081,1994,1.7,ops5754@carrier.in,2118.85,FALSE,Standard,TRUE,FALSE,13736,13
CAR05755,Professional Couriers,Amritsar,Goa,16138,2002,2.1,ops5755@carrier.in,13902.29,TRUE,Standard,no,TRUE,1767,60
CAR05756,Rivigo,Jodhpur,Madhya Pradesh,8542,2022,5,ops5756@carrier.in,11807.74,TRUE,Economy,TRUE,FALSE,9204,84
CAR05757,Xpressbees,Mandi,Telangana,N/A,2002,2.8,ops5757@carrier.in,6872.28,TRUE,Next Day,TRUE,FALSE,18836,71
CAR05758,Mahindra Logistics,Vasco,Punjab,3765,1997,2.4,ops5758@carrier.in,17183.84,FALSE,Express,TRUE,FALSE,10851,46
CAR05759,Ekart Logistics,Indore,Gujarat,6640,1994,2.2,ops5759@carrier.in,7693.89,TRUE,Standard,TRUE,FALSE,5137,60
CAR05760,Speed Post,Kozhikode,Gujarat,1430,2008,3.5,ops5760@carrier.in,10885.33,FALSE,Same Day,TRUE,FALSE,739,45
CAR05761,VRL Logistics,Bhagalpur,Goa,6118,1996,2.6,ops5761@carrier.in,13302.32,FALSE,Express,TRUE,TRUE,1985,43
CAR05762,VRL Logistics,Madurai,Delhi,11373,1994,4.1,ops5762@carrier.in,6182.1,TRUE,Next Day,TRUE,TRUE,14506,61
CAR05763,FedEx India,Rajkot,Delhi,6184,2019,2.7,ops5763@carrier.in,15061.95,FALSE,Next Day,FALSE,TRUE,9148,83
CAR05764,Rivigo,Kanpur,Uttarakhand,9060,1980,3.8,ops5764@carrier.in,18222.63,FALSE,Express,FALSE,FALSE,2124,
CAR05765,Redif Logistics,Mysuru,Telangana,7363,2022,2.6,ops5765@carrier.in,8568.12,TRUE,Standard,FALSE,TRUE,3640,31
CAR05766,Amazon Logistics India,Chennai,West Bengal,12047,2002,3.2,ops5766@carrier.in,18307.19,TRUE,Next Day,TRUE,TRUE,18346,23
CAR05767,Professional Couriers,Pune,Uttar Pradesh,unknown,2016,1.8,ops5767@carrier.in,14805.19,FALSE,Standard,TRUE,FALSE,376,13
CAR05768,Dunzo Daily,Karimnagar,Bihar,15217,1990,2.4,ops5768@carrier.in,8683.55,FALSE,Same Day,FALSE,TRUE,2763,48
CAR05769,VRL Logistics,Darbhanga,Himachal Pradesh,13334,2017,4.2,ops5769@carrier.in,13268.4,FALSE,Standard,TRUE,FALSE,1934,31
CAR05770,TCI Express,Thrissur,Gujarat,2142,1980,4.9,ops5770@carrier.in,1847.51,N,Economy,FALSE,FALSE,11967,67
CAR05771,Shadowfax Technologies,Bengaluru,West Bengal,10839,2001,2.3,ops5771@carrier.in,902.73,FALSE,Standard,FALSE,FALSE,11106,85
CAR05772,DTDC Express,Belagavi,Telangana,10208,1991,2.1,ops5772@carrier.in,4805.31,TRUE,Next Day,TRUE,FALSE,1732,23
CAR05773,Delhivery Ltd,Kolkata,Maharashtra,19497,1995,2.1,ops5773@carrier.in,5420.53,FALSE,Next Day,TRUE,FALSE,15656,11
CAR05774,Professional Couriers,Kannur,Tamil Nadu,2572,1987,4.9,ops5774@carrier.in,8292.55,FALSE,Same Day,FALSE,FALSE,2922,50
CAR05775,Blue Dart Express,Kannur,Maharashtra,9187,2010,4.1,ops5775@carrier.in,13846.56,FALSE,Express,TRUE,FALSE,1509,16
CAR05776,Express Roadways,Asansol,Himachal Pradesh,5185,2007,4.7,ops5776@carrier.in,19530.13,N,Same Day,FALSE,FALSE,17441,89
CAR05777,Dunzo Daily,Cuttack,Haryana,1931,1987,1.7,ops5777@carrier.in,10176.48,TRUE,Same Day,yes,FALSE,13148,
CAR05778,Om Logistics,Amritsar,Goa,10357,1984,3.3,ops5778@carrier.in,19222.85,FALSE,Standard,FALSE,FALSE,2050,83
CAR05779,Shree Maruti Courier,Kanpur,Tamil Nadu,18696,2015,2.4,ops5779@carrier.in,19897.79,TRUE,Standard,TRUE,FALSE,9092,21
CAR05780,Vulcan Express,Roorkee,Himachal Pradesh,17279,2003,4.2,ops5780@carrier.in,19237.77,TRUE,Economy,FALSE,FALSE,10155,81
CAR05781,Shadowfax Technologies,Muzaffarpur,Himachal Pradesh,17649,2018,2.6,ops5781@carrier.in,6635.96,TRUE,Standard,FALSE,TRUE,16217,37
CAR05782,Shadowfax Technologies,Guwahati,Punjab,14436,1987,2.7,ops5782@carrier.in,10886.72,FALSE,Standard,FALSE,TRUE,14260,11
CAR05783,Mahindra Logistics,Bhagalpur,Bihar,17522,1992,3.7,ops5783@carrier.in,2082.65,TRUE,Next Day,FALSE,FALSE,12199,
CAR05784,Shree Maruti Courier,Coimbatore,Odisha,5445,1999,4.2,ops5784@carrier.in,16617.1,FALSE,Economy,TRUE,TRUE,7361,87
CAR05785,Shadowfax Technologies,Udaipur,Uttarakhand,2699,2005,2.3,ops5785@carrier.in,4539.87,TRUE,Next Day,TRUE,FALSE,6632,70
CAR05786,Spoton Logistics,Madurai,Assam,8917,2000,1.9,ops5786@carrier.in,18976.14,TRUE,Express,FALSE,TRUE,10949,21
CAR05787,Redif Logistics,Deoghar,Rajasthan,7650,1985,4.8,ops5787@carrier.in,8072.01,FALSE,Same Day,TRUE,TRUE,14950,75
CAR05788,Rivigo,Lucknow,Goa,7580,2004,3.3,ops5788@carrier.in,19394.45,FALSE,Next Day,TRUE,FALSE,7675,60
CAR05789,Om Logistics,Ponda,Assam,311,2022,3.3,ops5789@carrier.in,17873.37,TRUE,Same Day,TRUE,TRUE,15564,67
CAR05790,Porter Technologies,Patiala,West Bengal,3308,1981,2.9,ops5790@carrier.in,1725.34,TRUE,Next Day,FALSE,FALSE,9798,56
CAR05791,Professional Couriers,Ajmer,Delhi,5957,1982,2.1,ops5791@carrier.in,13681.77,FALSE,Next Day,FALSE,TRUE,10322,85
CAR05792,VRL Logistics,Warangal,Telangana,8548,2011,1.7,ops5792@carrier.in,1473.72,FALSE,Next Day,TRUE,TRUE,18599,
CAR05793,DHL Express India,Surat,Gujarat,10318,1981,2.5,ops5793@carrier.in,10115.23,FALSE,Same Day,FALSE,TRUE,4082,57
CAR05794,Speed Post,Panaji,Jharkhand,3354,2018,4.3,ops5794@carrier.in,4060.49,TRUE,Next Day,TRUE,FALSE,15190,89
CAR05795,VRL Logistics,Jaipur,Assam,9083,1996,2.2,ops5795@carrier.in,9840.44,FALSE,Standard,FALSE,TRUE,282,52
CAR05796,DHL Express India,Dwarka,Tamil Nadu,5076,2022,,ops5796@carrier.in,18633.56,TRUE,Economy,TRUE,FALSE,14064,37
CAR05797,Express Roadways,Bhopal,Uttar Pradesh,13819,2007,4.8,ops5797@carrier.in,1576.55,Y,Standard,FALSE,TRUE,16395,18
CAR05798,Amazon Logistics India,Ranchi,Karnataka,4128,2010,4,ops5798@carrier.in,8657.44,FALSE,Same Day,TRUE,FALSE,2502,15
CAR05799,Dunzo Daily,Gwalior,Rajasthan,7847,1991,1.7,ops5799@carrier.in,18657.88,FALSE,Express,TRUE,FALSE,8679,51
CAR05800,Trackon Couriers,Hyderabad,Delhi,761,2004,,ops5800@carrier.in,14277.19,FALSE,Express,TRUE,FALSE,6473,74
CAR05801,Gati Ltd,Surat,Karnataka,7707,2011,4.8,ops5801@carrier.in,15920.01,FALSE,Standard,TRUE,TRUE,605,76
CAR05802,Porter Technologies,Nizamabad,Uttarakhand,14660,2015,,ops5802@carrier.in,4565.61,TRUE,Same Day,TRUE,FALSE,16851,86
CAR05803,FedEx India,Coimbatore,Telangana,9630,1980,2.1,ops5803@carrier.in,9474.13,yes,Express,TRUE,FALSE,13490,
CAR05804,Mahindra Logistics,Bhopal,Bihar,1016,1982,3.7,ops5804@carrier.in,11085.31,FALSE,Next Day,TRUE,FALSE,4622,59
CAR05805,Rivigo,Shimla,Tamil Nadu,15501,2021,2.7,ops5805@carrier.in,14698.75,TRUE,Same Day,TRUE,FALSE,9239,
CAR05806,Trackon Couriers,Cuttack,Telangana,7979,1990,3.6,ops5806@carrier.in,15319.57,FALSE,Next Day,FALSE,TRUE,18886,48
CAR05807,Porter Technologies,Rohtak,Haryana,8792,2021,3.3,ops5807@carrier.in,10265.23,FALSE,Express,FALSE,FALSE,8619,76
CAR05808,Shiprocket,Belagavi,Haryana,674,2018,2.7,ops5808@carrier.in,9624.01,TRUE,Express,TRUE,FALSE,3170,43
CAR05809,DTDC Express,Mapusa,Madhya Pradesh,2525,2011,3.4,ops5809@carrier.in,434.81,TRUE,Same Day,yes,FALSE,7967,80
CAR05810,Shree Maruti Courier,Bhagalpur,Odisha,5339,2009,2.9,ops5810@carrier.in,19961.95,TRUE,Economy,FALSE,TRUE,995,
CAR05811,Dunzo Daily,Deoghar,Punjab,17775,1991,4.6,ops5811@carrier.in,12389.55,FALSE,Express,yes,TRUE,1431,69
CAR05812,Shadowfax Technologies,Panaji,Punjab,8382,1989,4.5,ops5812@carrier.in,9102.07,FALSE,Express,FALSE,TRUE,242,85
CAR05813,Rivigo,Ranchi,Maharashtra,12677,2019,3.9,ops5813@carrier.in,1315.24,FALSE,Next Day,TRUE,FALSE,12729,46
CAR05814,Ekart Logistics,Durgapur,Haryana,14464,2015,2.8,ops5814@carrier.in,50.89,FALSE,Economy,FALSE,TRUE,15171,14
CAR05815,Safexpress,Kochi,West Bengal,548,1982,3.5,ops5815@carrier.in,12596.81,FALSE,Express,TRUE,TRUE,5829,90
CAR05816,Professional Couriers,Nagpur,Telangana,13421,2008,2.8,ops5816@carrier.in,3242.19,TRUE,Next Day,FALSE,TRUE,14490,
CAR05817,Shadowfax Technologies,Rishikesh,Odisha,5739,2001,4.6,ops5817@carrier.in,17203.4,FALSE,Express,FALSE,TRUE,717,49
CAR05818,Patel Roadways,Ranchi,Jharkhand,7496,1995,1.5,ops5818@carrier.in,15602.16,FALSE,Next Day,TRUE,TRUE,5455,50
CAR05819,DHL Express India,Gwalior,Tamil Nadu,13161,1988,3.1,ops5819@carrier.in,5260.02,FALSE,Same Day,TRUE,FALSE,8481,82
CAR05820,DHL Express India,Dharamshala,Kerala,10971,1990,3.4,ops5820@carrier.in,1854.28,FALSE,Standard,TRUE,TRUE,1685,67
CAR05821,Ecom Express,Vadodara,Himachal Pradesh,11824,1999,,ops5821@carrier.in,13236.2,TRUE,Same Day,FALSE,FALSE,7701,43
CAR05822,Ecom Express,Hubli,West Bengal,8814,1987,3.5,ops5822@carrier.in,15734.46,TRUE,Same Day,TRUE,FALSE,13019,25
CAR05823,TVS Supply Chain,Shimla,Uttar Pradesh,3843,2003,4.5,ops5823@carrier.in,15958.54,TRUE,Same Day,FALSE,FALSE,8001,32
CAR05824,VRL Logistics,Ponda,Gujarat,19958,1994,2.9,ops5824@carrier.in,19694.35,TRUE,Standard,TRUE,TRUE,14358,
CAR05825,Mahindra Logistics,Mandi,Bihar,3378,2022,3,ops5825@carrier.in,15107.69,TRUE,Next Day,FALSE,TRUE,7317,21
CAR05826,DHL Express India,Dehradun,West Bengal,14870,1980,3.7,ops5826@carrier.in,4464.52,TRUE,Next Day,FALSE,FALSE,11509,
CAR05827,Speed Post,Salem,Tamil Nadu,3880,1998,4.6,ops5827@carrier.in,15337.22,FALSE,Same Day,TRUE,TRUE,17014,25
CAR05828,Gati Ltd,Silchar,Assam,15316,1993,2.7,ops5828@carrier.in,--,FALSE,Next Day,FALSE,TRUE,6799,11
CAR05829,Redif Logistics,Panaji,Himachal Pradesh,596,2008,2.6,ops5829@carrier.in,17295.02,TRUE,Express,TRUE,TRUE,17494,46
CAR05830,Spoton Logistics,Pune,Tamil Nadu,2524,2019,2.9,ops5830@carrier.in,2010.43,FALSE,Standard,TRUE,TRUE,11210,54
CAR05831,Dunzo Daily,Bathinda,Maharashtra,1993,2010,3.9,ops5831@carrier.in,16383.09,TRUE,Same Day,FALSE,TRUE,15043,78
CAR05832,TVS Supply Chain,Gandhinagar,Maharashtra,17031,1983,2.8,ops5832@carrier.in,6598.82,TRUE,Economy,FALSE,TRUE,1799,68
CAR05833,Express Roadways,Salem,Madhya Pradesh,13784,2007,2,ops5833@carrier.in,14271.22,FALSE,Economy,TRUE,FALSE,15008,34
CAR05834,Om Logistics,Cuttack,Goa,2636,2017,2.4,ops5834@carrier.in,11344.53,TRUE,Economy,FALSE,TRUE,13825,19
CAR05835,Speed Post,Patna,Odisha,14409,1988,1.8,ops5835@carrier.in,3040.11,FALSE,Same Day,FALSE,FALSE,10951,73
CAR05836,TCI Express,Patiala,Goa,9126,1988,3.6,ops5836@carrier.in,1934.55,TRUE,Same Day,FALSE,FALSE,10175,23
CAR05837,Vulcan Express,Margao,Uttarakhand,17531,1985,3.9,ops5837@carrier.in,17261.26,FALSE,Economy,TRUE,TRUE,5675,
CAR05838,Shree Maruti Courier,Ranchi,Delhi,2688,2017,1.7,ops5838@carrier.in,19537.12,TRUE,Economy,FALSE,TRUE,12008,42
CAR05839,Rivigo,Hubli,Telangana,11959,1999,1.6,ops5839@carrier.in,10402.75,TRUE,Standard,TRUE,TRUE,17945,21
CAR05840,Porter Technologies,Agra,Haryana,15278,2011,2.5,ops5840@carrier.in,14029.99,FALSE,Economy,TRUE,FALSE,10291,19
CAR05841,Professional Couriers,Manali,Jharkhand,5728,1993,4.2,ops5841@carrier.in,5694.88,FALSE,Standard,FALSE,TRUE,15531,24
CAR05842,Vulcan Express,Agra,Odisha,--,1982,3.7,ops5842@carrier.in,3228.68,TRUE,Express,FALSE,TRUE,13915,59
CAR05843,Xpressbees,Mapusa,Karnataka,16650,2018,3.1,ops5843@carrier.in,17679.08,FALSE,Economy,TRUE,TRUE,15018,75
CAR05844,Shree Maruti Courier,Gurugram,Odisha,6005,1993,1.6,ops5844@carrier.in,16390.18,TRUE,Next Day,FALSE,TRUE,6700,61
CAR05845,Ekart Logistics,Bhubaneswar,Odisha,10054,2022,3.1,ops5845@carrier.in,2627.85,FALSE,Next Day,TRUE,FALSE,12052,45
CAR05846,Porter Technologies,Thrissur,Assam,13804,2011,4.7,ops5846@carrier.in,15553.01,FALSE,Next Day,TRUE,TRUE,10929,32
CAR05847,Speed Post,Vadodara,Rajasthan,13061,2003,2.6,ops5847@carrier.in,2965.44,TRUE,Next Day,FALSE,FALSE,14474,20
CAR05848,Rivigo,Dhanbad,Delhi,14188,2020,,ops5848@carrier.in,15896.46,FALSE,Standard,TRUE,FALSE,14499,88
CAR05849,Shadowfax Technologies,Nizamabad,Goa,9043,2003,,ops5849@carrier.in,6432.98,FALSE,Next Day,FALSE,FALSE,14379,26
CAR05850,Ekart Logistics,Chennai,Uttarakhand,6708,2016,1.9,ops5850@carrier.in,undisclosed,FALSE,Same Day,TRUE,TRUE,6614,72
CAR05851,Rivigo,Kochi,Assam,19093,1993,4.1,ops5851@carrier.in,16117.27,FALSE,Express,FALSE,FALSE,11438,45
CAR05852,Rivigo,Nagpur,Punjab,7868,1990,4,ops5852@carrier.in,14409.44,TRUE,Standard,FALSE,TRUE,14393,23
CAR05853,VRL Logistics,Ahmedabad,Goa,12569,2022,2.7,ops5853@carrier.in,3175.47,FALSE,Standard,FALSE,FALSE,4175,45
CAR05854,Porter Technologies,Thiruvananthapuram,Kerala,461,1988,2.7,ops5854@carrier.in,12689.89,FALSE,Standard,FALSE,TRUE,4409,55
CAR05855,Vulcan Express,Surat,Goa,19009,2020,3.8,ops5855@carrier.in,5354.93,TRUE,Express,yes,FALSE,8538,49
CAR05856,Amazon Logistics India,Patiala,West Bengal,4688,2009,2.1,ops5856@carrier.in,2206.52,TRUE,Same Day,FALSE,TRUE,1911,85
CAR05857,Blue Dart Express,Rohtak,Karnataka,178,1983,3.6,ops5857@carrier.in,undisclosed,FALSE,Express,FALSE,FALSE,7683,10
CAR05858,Speed Post,Amritsar,Tamil Nadu,4319,2000,2.5,ops5858@carrier.in,4016.13,FALSE,Next Day,TRUE,FALSE,3139,48
CAR05859,Patel Roadways,Jamshedpur,Delhi,18334,1984,4.3,ops5859@carrier.in,18337.08,TRUE,Economy,TRUE,TRUE,6730,65
CAR05860,Patel Roadways,Surat,Uttar Pradesh,unknown,1993,2.1,ops5860@carrier.in,13100.28,TRUE,Economy,FALSE,TRUE,2871,89
CAR05861,Ecom Express,Coimbatore,Assam,7877,2008,2.1,ops5861@carrier.in,13444.46,TRUE,Standard,TRUE,FALSE,271,56
CAR05862,Amazon Logistics India,Dwarka,Gujarat,6042,2000,3.2,ops5862@carrier.in,13754.39,TRUE,Express,FALSE,FALSE,8920,15
CAR05863,Express Roadways,Dehradun,Goa,6778,2003,1.5,ops5863@carrier.in,8387.73,TRUE,Economy,TRUE,TRUE,4482,46
CAR05864,TVS Supply Chain,Gurugram,Punjab,2643,1994,1.9,ops5864@carrier.in,7476.25,TRUE,Standard,TRUE,TRUE,12685,25
CAR05865,TCI Express,Dhanbad,West Bengal,14407,1985,4.1,ops5865@carrier.in,11702.12,TRUE,Express,FALSE,FALSE,17306,59
CAR05866,Shiprocket,Salem,Uttar Pradesh,11910,2017,4.2,ops5866@carrier.in,12709.09,FALSE,Next Day,TRUE,TRUE,18452,80
CAR05867,Express Roadways,Amritsar,Rajasthan,19339,2012,4.5,ops5867@carrier.in,9638.92,TRUE,Economy,TRUE,FALSE,3986,19
CAR05868,Vulcan Express,Dhanbad,Uttarakhand,3701,2022,3.2,ops5868@carrier.in,2895.06,TRUE,Express,TRUE,TRUE,1701,90
CAR05869,Rivigo,Howrah,Gujarat,10905,1981,,ops5869@carrier.in,13627.5,FALSE,Next Day,FALSE,TRUE,14173,36
CAR05870,Dunzo Daily,Mandi,Punjab,7467,2000,2.1,ops5870@carrier.in,6267.6,FALSE,Express,yes,TRUE,14121,59
CAR05871,Speed Post,Bengaluru,Karnataka,16029,1993,4.7,ops5871@carrier.in,18991.54,TRUE,Same Day,FALSE,TRUE,3640,11
CAR05872,Delhivery Ltd,Dehradun,Punjab,12644,1982,4.6,ops5872@carrier.in,3056.22,FALSE,Next Day,TRUE,FALSE,17993,74
CAR05873,Professional Couriers,Mumbai,Uttarakhand,6869,2000,3,ops5873@carrier.in,16478.65,TRUE,Next Day,TRUE,TRUE,10668,56
CAR05874,Patel Roadways,Manali,Goa,7565,1982,2.2,ops5874@carrier.in,6494.28,TRUE,Next Day,FALSE,TRUE,14876,77
CAR05875,Vulcan Express,Jaipur,Uttarakhand,13380,2008,2,ops5875@carrier.in,3091.89,yes,Economy,TRUE,TRUE,16180,50
CAR05876,DHL Express India,Darbhanga,Uttar Pradesh,6650,1993,2.8,ops5876@carrier.in,13286.47,FALSE,Express,no,FALSE,5248,64
CAR05877,Vulcan Express,Mapusa,Haryana,7061,1997,3.2,ops5877@carrier.in,19402.74,TRUE,Standard,TRUE,TRUE,7114,41
CAR05878,Ecom Express,Mangaluru,Bihar,unknown,1994,4.4,ops5878@carrier.in,119.41,TRUE,Express,TRUE,FALSE,6405,
CAR05879,DTDC Express,Mandi,Uttar Pradesh,321,1982,4.2,ops5879@carrier.in,15528.33,TRUE,Economy,FALSE,FALSE,17733,78
CAR05880,Shadowfax Technologies,Roorkee,Goa,5092,2002,,ops5880@carrier.in,6764.32,FALSE,Economy,FALSE,TRUE,8274,85
CAR05881,Express Roadways,Jamshedpur,Karnataka,13568,1997,4.6,ops5881@carrier.in,344.25,no,Economy,FALSE,TRUE,4673,67
CAR05882,Patel Roadways,Guwahati,Uttar Pradesh,3486,2008,2.7,ops5882@carrier.in,10661.33,TRUE,Express,FALSE,TRUE,5554,45
CAR05883,TCI Express,Kochi,Uttarakhand,14873,1990,,ops5883@carrier.in,18520.66,TRUE,Same Day,FALSE,TRUE,15241,39
CAR05884,Professional Couriers,Thiruvananthapuram,Himachal Pradesh,16502,2010,2.1,ops5884@carrier.in,Confidential,FALSE,Next Day,TRUE,FALSE,13308,51
CAR05885,Xpressbees,Bhubaneswar,Karnataka,14458,2021,4.6,ops5885@carrier.in,5950.35,FALSE,Standard,FALSE,TRUE,17266,32
CAR05886,DHL Express India,Mumbai,Tamil Nadu,14609,1981,4.8,ops5886@carrier.in,9952.89,TRUE,Express,TRUE,TRUE,14646,69
CAR05887,TCI Express,Howrah,Uttarakhand,7477,2014,3.2,ops5887@carrier.in,568.77,FALSE,Express,TRUE,FALSE,8444,58
CAR05888,TVS Supply Chain,Ujjain,Odisha,6517,2015,4.9,ops5888@carrier.in,9994.22,FALSE,Express,FALSE,FALSE,6303,42
CAR05889,Express Roadways,Vadodara,Kerala,18505,2001,4.9,ops5889@carrier.in,6911.44,FALSE,Next Day,TRUE,TRUE,2920,18
CAR05890,Speed Post,Gurugram,Gujarat,12639,2016,3.7,ops5890@carrier.in,9620.18,FALSE,Express,FALSE,TRUE,7364,
CAR05891,Rivigo,Dhanbad,Odisha,8466,1986,1.7,ops5891@carrier.in,16193.48,FALSE,Next Day,TRUE,FALSE,16677,65
CAR05892,Shiprocket,Karimnagar,Gujarat,2810,2014,3.2,ops5892@carrier.in,9507.83,FALSE,Next Day,TRUE,TRUE,14617,17
CAR05893,Xpressbees,Warangal,Bihar,2210,2014,4.4,ops5893@carrier.in,7530.26,TRUE,Next Day,FALSE,FALSE,2369,49
CAR05894,Dunzo Daily,Ludhiana,Telangana,7833,2009,2.9,ops5894@carrier.in,973.71,FALSE,Standard,FALSE,TRUE,4888,65
CAR05895,TCI Express,Vadodara,Rajasthan,18108,1987,2.7,ops5895@carrier.in,10722.38,FALSE,Same Day,FALSE,TRUE,18090,42
