Shipment_ID,Order_ID,Customer_ID,Carrier_ID,Warehouse_ID,Vehicle_ID,Route_ID,Origin_City,Origin_State,Destination_City,Destination_State,Product_Category,Weight_kg,Volume_m3,Dispatch_Date,Expected_Delivery,Actual_Delivery,Freight_Charge_INR,GST_INR,Payment_Mode,Delivery_Status,Is_Delayed,Attempts,POD_Collected
SHP0006340,ORD0006340,CUST001155,CAR015,WH064,VEH05925,RTE004907,Thrissur,Kerala,Hubli,Karnataka,Automotive Parts,349.64,18.417,2022-03-21 00:00:00,2022-03-29 00:00:00,2022-03-28 00:00:00,5015.7,902.83,UPI,Lost,FALSE,4,FALSE
SHP0006341,ORD0006341,CUST004450,CAR002,WH018,VEH03350,RTE003178,Bokaro,Jharkhand,Salem,Tamil Nadu,Cosmetics & Personal Care,57.32,15.957,2021-08-28 00:00:00,2021-08-29 00:00:00,2021-08-29 00:00:00,1014.46,182.6,Wallet,In Transit,FALSE,2,TRUE
SHP0006342,ORD0006342,CUST005748,CAR012,WH060,VEH04389,RTE006228,Ahmedabad,Gujarat,New Delhi,Delhi,Apparel & Fashion,426.24,16.842,2024-01-14 00:00:00,2024-01-22 00:00:00,2024-01-22 00:00:00,6263.32,1127.4,Net Banking,Lost,TRUE,1,FALSE
SHP0006343,ORD0006343,CUST002824,CAR002,WH089,VEH01359,RTE005411,Kanpur,Uttar Pradesh,Tezpur,Assam,Toys & Games,145.55,4.68,2021-07-09 00:00:00,2021-07-18 00:00:00,2021-07-17 00:00:00,979.97,176.39,UPI,Returned,FALSE,2,TRUE
SHP0006344,ORD0006344,CUST002367,CAR014,WH005,VEH01310,RTE006182,Jalandhar,Punjab,Shimla,Himachal Pradesh,Books & Stationery,395.58,1.895,2022-12-07 00:00:00,2022-12-11 00:00:00,2022-12-11 00:00:00,6299.05,1133.83,COD,Delayed,FALSE,2,TRUE
SHP0006345,ORD0006345,CUST000370,CAR010,WH043,VEH06585,RTE000327,Kozhikode,Kerala,Kannur,Kerala,Perishables,304.04,12.924,2023-03-04 00:00:00,2023-03-13 00:00:00,2023-03-11 00:00:00,5441.95,979.55,Prepaid,Delayed,FALSE,3,FALSE
SHP0006346,ORD0006346,CUST002197,CAR004,WH079,VEH04792,RTE005114,Ranchi,Jharkhand,Tezpur,Assam,Books & Stationery,427.33,12.974,2021-02-10 00:00:00,2021-02-21 00:00:00,2021-02-21 00:00:00,7327.71,1318.99,Net Banking,Pending Pickup,FALSE,3,FALSE
SHP0006347,ORD0006347,CUST000115,CAR014,WH017,VEH04221,RTE000889,Indore,Madhya Pradesh,Trichy,Tamil Nadu,Toys & Games,350.63,5.681,2022-11-30 00:00:00,2022-12-11 00:00:00,2022-12-11 00:00:00,4516.11,812.9,Credit,Returned,FALSE,2,TRUE
SHP0006348,ORD0006348,CUST001160,CAR011,WH097,VEH05366,RTE001538,Amritsar,Punjab,Khammam,Telangana,Electronics,217.16,1.249,2022-08-16 00:00:00,2022-08-21 00:00:00,2022-08-21 00:00:00,3608.43,649.52,Wallet,Delivered,FALSE,2,TRUE
SHP0006349,ORD0006349,CUST003305,CAR007,WH082,VEH01542,RTE001673,Ahmedabad,Gujarat,Gurugram,Delhi,Electronics,210,22.736,2021-11-29 00:00:00,2021-12-07 00:00:00,2021-12-06 00:00:00,3588.65,645.96,UPI,Pending Pickup,FALSE,4,FALSE
SHP0006350,ORD0006350,CUST006147,CAR009,WH041,VEH01701,RTE000069,Madurai,Tamil Nadu,Nagpur,Maharashtra,Apparel & Fashion,358.62,8.896,2023-09-18 00:00:00,2023-09-27 00:00:00,2023-09-25 00:00:00,5449.69,980.94,UPI,Pending Pickup,FALSE,2,TRUE
SHP0006351,ORD0006351,CUST000757,CAR008,WH004,VEH03373,RTE004054,Ranchi,Jharkhand,Khammam,Telangana,Office Supplies,,20.118,2021-04-16 00:00:00,2021-04-28 00:00:00,2021-04-28 00:00:00,3432.97,617.93,Credit,Delivered,FALSE,2,FALSE
SHP0006352,ORD0006352,CUST003511,CAR013,WH084,VEH04779,RTE003788,Rajkot,Gujarat,Mandi,Himachal Pradesh,Books & Stationery,489.02,12.413,2023-07-21 00:00:00,2023-07-26 00:00:00,,3239.57,583.12,Credit,Delivered,FALSE,1,TRUE
SHP0006353,ORD0006353,CUST003197,CAR006,WH009,VEH00606,RTE001404,Varanasi,Uttar Pradesh,Howrah,West Bengal,Toys & Games,,23.191,2024-05-02 00:00:00,2024-05-11 00:00:00,,427.64,76.98,Prepaid,Cancelled,FALSE,3,FALSE
SHP0006354,ORD0006354,CUST006436,CAR008,WH070,VEH04804,RTE003201,Dwarka,Delhi,Haldwani,Uttarakhand,Furniture,180.42,12.81,2024-04-10 00:00:00,2024-04-14 00:00:00,2024-04-14 00:00:00,2832.8,509.9,Wallet,In Transit,FALSE,4,TRUE
SHP0006355,ORD0006355,CUST004259,CAR005,WH081,VEH02753,RTE006020,Dibrugarh,Assam,Roorkee,Uttarakhand,Industrial Goods,144.34,9.507,2023-01-08 00:00:00,2023-01-09 00:00:00,2023-01-13 00:00:00,2147.16,386.49,COD,Returned,TRUE,1,FALSE
SHP0006356,ORD0006356,CUST005379,CAR002,WH069,VEH03616,RTE001128,Patna,Bihar,Mangaluru,Karnataka,Pharmaceuticals,413.23,,2024-04-02 00:00:00,2024-04-06 00:00:00,2024-04-08 00:00:00,3205.27,576.95,UPI,Delayed,TRUE,2,TRUE
SHP0006357,ORD0006357,CUST002095,CAR003,WH057,VEH00885,RTE004880,Ranchi,Jharkhand,Shimla,Himachal Pradesh,Perishables,214.07,17.012,2022-09-05 00:00:00,2022-09-10 00:00:00,2022-09-16 00:00:00,2177.14,391.89,UPI,Returned,TRUE,3,FALSE
SHP0006358,ORD0006358,CUST002619,CAR015,WH020,VEH03900,RTE001204,Chennai,Tamil Nadu,Karimnagar,Telangana,Toys & Games,21.17,3.37,2023-09-05 00:00:00,2023-09-14 00:00:00,2023-09-14 00:00:00,136.1,24.5,Wallet,Lost,FALSE,1,FALSE
SHP0006359,ORD0006359,CUST005620,CAR003,WH006,VEH04489,RTE004140,Aurangabad,Maharashtra,Dharamshala,Himachal Pradesh,Perishables,63.67,17.889,2023-04-27 00:00:00,2023-05-03 00:00:00,2023-05-03 00:00:00,634.82,114.27,Credit,In Transit,FALSE,3,FALSE
SHP0006360,ORD0006360,CUST000498,CAR012,WH053,VEH01701,RTE003742,Jabalpur,Madhya Pradesh,Pune,Maharashtra,Pharmaceuticals,376.26,24.005,2021-08-29 00:00:00,2021-09-06 00:00:00,2021-09-04 00:00:00,3792.05,682.57,Wallet,Pending Pickup,FALSE,1,FALSE
SHP0006361,ORD0006361,CUST000822,CAR009,WH079,VEH00085,RTE002853,New Delhi,Delhi,Jalandhar,Punjab,Grocery & FMCG,287.63,20.479,2021-08-04 00:00:00,2021-08-08 00:00:00,2021-08-08 00:00:00,4119.55,741.52,UPI,Out for Delivery,FALSE,1,TRUE
SHP0006362,ORD0006362,CUST002616,CAR008,WH052,VEH00420,RTE000448,Panaji,Goa,Asansol,West Bengal,Grocery & FMCG,91.66,21.921,2021-08-09 00:00:00,2021-08-16 00:00:00,2021-08-14 00:00:00,1274.39,229.39,Net Banking,Cancelled,FALSE,2,FALSE
SHP0006363,ORD0006363,CUST006527,CAR007,WH047,VEH05671,RTE002423,Belagavi,Karnataka,Mangaluru,Karnataka,Office Supplies,94.75,19.486,2021-04-15 00:00:00,2021-04-21 00:00:00,2021-04-20 00:00:00,1229.27,221.27,Net Banking,Pending Pickup,FALSE,4,TRUE
SHP0006364,ORD0006364,CUST003538,CAR008,WH099,VEH01591,RTE002933,Bathinda,Punjab,Jalandhar,Punjab,Apparel & Fashion,129.95,1.957,2023-09-19 00:00:00,2023-09-30 00:00:00,2023-09-28 00:00:00,1924.19,346.35,Prepaid,Pending Pickup,FALSE,1,TRUE
SHP0006365,ORD0006365,CUST006132,CAR001,WH057,VEH00231,RTE001906,Silchar,Assam,Ajmer,Rajasthan,Cosmetics & Personal Care,180.06,21.31,2024-03-25 00:00:00,2024-03-30 00:00:00,2024-03-28 00:00:00,1394.09,250.94,COD,Out for Delivery,FALSE,1,FALSE
SHP0006366,ORD0006366,CUST005346,CAR011,WH064,VEH05153,RTE006523,New Delhi,Delhi,Gurugram,Delhi,Books & Stationery,231.3,16.366,2023-08-27 00:00:00,2023-09-08 00:00:00,,1374.98,247.5,COD,In Transit,FALSE,2,FALSE
SHP0006367,ORD0006367,CUST001065,CAR005,WH052,VEH03016,RTE006265,Trichy,Tamil Nadu,Khammam,Telangana,Jewellery,456.61,0.215,2023-03-15 00:00:00,2023-03-26 00:00:00,2023-03-26 00:00:00,8203.44,1476.62,Net Banking,Returned,FALSE,2,FALSE
SHP0006368,ORD0006368,CUST001360,CAR005,WH063,VEH03105,RTE005773,Bokaro,Jharkhand,Ponda,Goa,Furniture,93.89,23.043,2022-09-21 00:00:00,2022-09-22 00:00:00,2022-09-27 00:00:00,1481.67,266.7,Prepaid,Returned,TRUE,4,FALSE
SHP0006369,ORD0006369,CUST002806,CAR005,WH094,VEH02529,RTE006602,Indore,Madhya Pradesh,Panaji,Goa,Electronics,323.17,20.109,2023-07-10 00:00:00,2023-07-15 00:00:00,2023-07-21 00:00:00,4168.42,750.32,Prepaid,Delayed,TRUE,2,FALSE
SHP0006370,ORD0006370,CUST006532,CAR015,WH099,VEH02061,RTE005618,Aurangabad,Maharashtra,Dhanbad,Jharkhand,Grocery & FMCG,159.66,17.004,2023-01-12 00:00:00,2023-01-17 00:00:00,2023-01-15 00:00:00,2109.84,379.77,UPI,Pending Pickup,FALSE,2,yes
SHP0006371,ORD0006371,CUST004430,CAR008,WH060,VEH00668,RTE001201,Manali,Himachal Pradesh,Gurugram,Delhi,Perishables,286.61,4.113,2022-08-17 00:00:00,2022-08-27 00:00:00,2022-08-25 00:00:00,3984.09,717.14,Credit,Cancelled,FALSE,1,FALSE
SHP0006372,ORD0006372,CUST002146,CAR013,WH070,VEH02635,RTE005685,Gwalior,Madhya Pradesh,Shimla,Himachal Pradesh,Grocery & FMCG,?,13.977,2024-10-11 00:00:00,2024-10-14 00:00:00,2024-10-13 00:00:00,2159.51,388.71,UPI,Cancelled,FALSE,1,FALSE
SHP0006373,ORD0006373,CUST004247,CAR002,WH065,VEH04533,RTE004338,Varanasi,Uttar Pradesh,Indore,Madhya Pradesh,Pharmaceuticals,452.36,4.273,2022-12-21 00:00:00,2022-12-29 00:00:00,2022-12-27 00:00:00,2312.27,416.21,COD,Out for Delivery,FALSE,4,TRUE
SHP0006374,ORD0006374,CUST000943,CAR009,WH061,VEH04871,RTE001152,Bathinda,Punjab,Margao,Goa,Apparel & Fashion,282.66,9.87,2023-05-07 00:00:00,2023-05-10 00:00:00,2023-05-10 00:00:00,2032.66,365.88,Net Banking,Pending Pickup,FALSE,1,FALSE
SHP0006375,ORD0006375,CUST005103,CAR007,WH016,VEH03312,RTE006764,Lucknow,Uttar Pradesh,Thrissur,Kerala,Automotive Parts,77.89,8.609,2022-12-01 00:00:00,2022-12-10 00:00:00,2022-12-11 00:00:00,604.55,108.82,UPI,Pending Pickup,TRUE,1,FALSE
SHP0006376,ORD0006376,CUST006197,CAR010,WH025,VEH04493,RTE006784,Agra,Uttar Pradesh,Muzaffarpur,Bihar,Furniture,,18.081,2023-08-03 00:00:00,2023-08-04 00:00:00,2023-08-04 00:00:00,421.88,75.94,Net Banking,Out for Delivery,FALSE,3,FALSE
SHP0006377,ORD0006377,CUST000147,CAR005,WH002,VEH04749,RTE002477,Gwalior,Madhya Pradesh,Panaji,Goa,Pharmaceuticals,241.35,8.398,2021-11-03 00:00:00,2021-11-13 00:00:00,2021-11-12 00:00:00,TBD,400.48,Prepaid,Cancelled,FALSE,1,TRUE
SHP0006378,ORD0006378,CUST003339,CAR011,WH066,VEH05625,RTE004441,Khammam,Telangana,Deoghar,Jharkhand,Electronics,433.61,19.101,2023-11-15 00:00:00,2023-11-16 00:00:00,2023-11-21 00:00:00,3187.9,573.82,Prepaid,Returned,TRUE,3,TRUE
SHP0006379,ORD0006379,CUST000108,CAR002,WH081,VEH03975,RTE003039,Haridwar,Uttarakhand,Kozhikode,Kerala,Pharmaceuticals,161.11,13.569,2024-03-03 00:00:00,2024-03-07 00:00:00,2024-03-08 00:00:00,1750.07,315.01,Prepaid,Delivered,TRUE,2,TRUE
SHP0006380,ORD0006380,CUST002380,CAR004,WH033,VEH02509,RTE006619,Ludhiana,Punjab,Howrah,West Bengal,Industrial Goods,298.28,2.893,2023-07-23 00:00:00,2023-07-25 00:00:00,2023-07-28 00:00:00,3043.86,547.89,Credit,Delayed,TRUE,1,FALSE
SHP0006381,ORD0006381,CUST002723,CAR015,WH065,VEH04269,RTE005539,Dibrugarh,Assam,Bengaluru,Karnataka,Toys & Games,311.37,12.941,2021-11-07 00:00:00,2021-11-15 00:00:00,2021-11-18 00:00:00,4345.39,782.17,Prepaid,Out for Delivery,TRUE,3,FALSE
SHP0006382,ORD0006382,CUST006789,CAR010,WH027,VEH01219,RTE005858,Trichy,Tamil Nadu,Lucknow,Uttar Pradesh,Cosmetics & Personal Care,229.26,0.715,2021-12-07 00:00:00,2021-12-16 00:00:00,,2212.36,398.22,UPI,Out for Delivery,TRUE,3,TRUE
SHP0006383,ORD0006383,CUST005283,CAR001,WH078,VEH05379,RTE004193,Khammam,Telangana,Tezpur,Assam,Electronics,,23.658,2023-03-05 00:00:00,2023-03-14 00:00:00,2023-03-14 00:00:00,3493.71,628.87,Wallet,Delayed,FALSE,3,TRUE
SHP0006384,ORD0006384,CUST006132,CAR005,WH064,VEH06710,RTE000506,Rajkot,Gujarat,Dharamshala,Himachal Pradesh,Apparel & Fashion,157.41,14.064,2024-10-31 00:00:00,2024-11-04 00:00:00,2024-11-04 00:00:00,875.2,157.54,Wallet,Returned,FALSE,4,TRUE
SHP0006385,ORD0006385,CUST004996,CAR001,WH017,VEH04475,RTE001144,Udaipur,Rajasthan,Silchar,Assam,Perishables,81.28,18.979,2024-03-26 00:00:00,2024-04-06 00:00:00,2024-04-05 00:00:00,936.02,168.48,Net Banking,Out for Delivery,FALSE,4,FALSE
SHP0006386,ORD0006386,CUST004452,CAR009,WH001,VEH03715,RTE005871,Khammam,Telangana,Chennai,Tamil Nadu,Apparel & Fashion,423.02,7.17,2022-03-07 00:00:00,2022-03-14 00:00:00,2022-03-13 00:00:00,3891.9,700.54,COD,Cancelled,FALSE,2,FALSE
SHP0006387,ORD0006387,CUST001523,CAR001,WH006,VEH02600,RTE002678,Chennai,Tamil Nadu,Sambalpur,Odisha,Perishables,405.16,3.41,2022-08-30 00:00:00,2022-09-04 00:00:00,2022-09-02 00:00:00,4873.89,877.3,Credit,In Transit,FALSE,2,TRUE
SHP0006388,ORD0006388,CUST005788,CAR009,WH051,VEH05275,RTE003763,Pune,Maharashtra,Bhagalpur,Bihar,Apparel & Fashion,336.63,22.406,2023-11-05 00:00:00,2023-11-09 00:00:00,2023-11-08 00:00:00,5558.87,1000.6,Net Banking,Delayed,FALSE,2,TRUE
SHP0006389,ORD0006389,CUST003596,CAR015,WH091,VEH04393,RTE003314,Mapusa,Goa,Mapusa,Goa,Electronics,309,16.659,2022-11-23 00:00:00,2022-12-05 00:00:00,2022-12-04 00:00:00,3957.68,712.38,Wallet,Out for Delivery,FALSE,2,TRUE
SHP0006390,ORD0006390,CUST004500,CAR007,WH055,VEH06037,RTE005109,Rishikesh,Uttarakhand,Haldwani,Uttarakhand,Grocery & FMCG,166.63,5.834,2022-07-04 00:00:00,2022-07-06 00:00:00,2022-07-08 00:00:00,2686.98,483.66,UPI,Out for Delivery,TRUE,2,FALSE
SHP0006391,ORD0006391,CUST000533,CAR003,WH028,VEH01711,RTE004770,Dhanbad,Jharkhand,Indore,Madhya Pradesh,Apparel & Fashion,217.88,1.986,2024-10-25 00:00:00,2024-11-01 00:00:00,2024-11-01 00:00:00,3781.63,680.69,UPI,Returned,FALSE,4,TRUE
SHP0006392,ORD0006392,CUST002320,CAR012,WH017,VEH05602,RTE005686,Salem,Tamil Nadu,Coimbatore,Tamil Nadu,Sports & Fitness,268.08,6.609,2021-02-20 00:00:00,2021-02-28 00:00:00,2021-02-28 00:00:00,4629.6,833.33,UPI,In Transit,FALSE,1,FALSE
SHP0006393,ORD0006393,CUST003882,CAR012,WH080,VEH05598,RTE004539,Agra,Uttar Pradesh,Cuttack,Odisha,Electronics,214.14,7.303,2022-02-21 00:00:00,2022-03-05 00:00:00,2022-03-05 00:00:00,3224.29,580.37,UPI,In Transit,FALSE,1,FALSE
SHP0006394,ORD0006394,CUST000292,CAR009,WH043,VEH01573,RTE003070,Rishikesh,Uttarakhand,Gaya,Bihar,Industrial Goods,203.98,5.707,2024-04-02 00:00:00,2024-04-11 00:00:00,2024-04-15 00:00:00,3298.64,593.76,COD,Delayed,TRUE,4,FALSE
SHP0006395,ORD0006395,CUST002798,CAR013,WH055,VEH06186,RTE004200,Panipat,Haryana,Trichy,Tamil Nadu,Electronics,173.59,18.146,2021-01-22 00:00:00,2021-01-28 00:00:00,2021-01-28 00:00:00,1741.25,313.43,Prepaid,Out for Delivery,FALSE,2,FALSE
SHP0006396,ORD0006396,CUST005438,CAR013,WH066,VEH00797,RTE004794,Haridwar,Uttarakhand,Rajkot,Gujarat,Grocery & FMCG,227.09,6.364,2024-05-31 00:00:00,2024-06-12 00:00:00,2024-06-10 00:00:00,1283.95,231.11,UPI,Returned,FALSE,1,TRUE
SHP0006397,ORD0006397,CUST006082,CAR012,WH073,VEH04475,RTE001576,Patiala,Punjab,Kanpur,Uttar Pradesh,Industrial Goods,105.17,7.66,2023-11-06 00:00:00,2023-11-16 00:00:00,2023-11-15 00:00:00,854.4,153.79,Prepaid,Lost,FALSE,1,FALSE
SHP0006398,ORD0006398,CUST003560,CAR004,WH070,VEH05367,RTE004938,Hyderabad,Telangana,Kochi,Kerala,Office Supplies,367.62,0.117,2022-06-13 00:00:00,2022-06-22 00:00:00,2022-06-27 00:00:00,5586.06,1005.49,Wallet,Out for Delivery,TRUE,1,TRUE
SHP0006399,ORD0006399,CUST002467,CAR006,WH049,VEH01999,RTE003905,Rajkot,Gujarat,Indore,Madhya Pradesh,Pharmaceuticals,39.23,12.398,2024-11-04 00:00:00,2024-11-09 00:00:00,2024-11-09 00:00:00,438.42,78.92,Net Banking,Cancelled,FALSE,3,FALSE
SHP0006400,ORD0006400,CUST005019,CAR012,WH046,VEH05497,RTE001269,Jabalpur,Madhya Pradesh,Rohini,Delhi,Perishables,63.9,9.29,2023-02-18 00:00:00,2023-02-23 00:00:00,2023-02-23 00:00:00,758.19,136.47,Net Banking,Lost,FALSE,3,FALSE
SHP0006401,ORD0006401,CUST006356,CAR012,WH057,VEH05067,RTE002837,Manali,Himachal Pradesh,Thrissur,Kerala,Apparel & Fashion,35.79,24.814,2023-12-19 00:00:00,2023-12-24 00:00:00,,625.66,112.62,Wallet,Cancelled,FALSE,1,TRUE
SHP0006402,ORD0006402,CUST003777,CAR006,WH040,VEH00149,RTE000839,Asansol,West Bengal,Kozhikode,Kerala,Grocery & FMCG,112.33,18.239,2022-12-16 00:00:00,2022-12-17 00:00:00,2022-12-22 00:00:00,1406.45,253.16,UPI,Out for Delivery,TRUE,2,TRUE
SHP0006403,ORD0006403,CUST005548,CAR011,WH065,VEH06109,RTE006214,Jaipur,Rajasthan,Manali,Himachal Pradesh,Sports & Fitness,380.11,,2023-05-04 00:00:00,2023-05-13 00:00:00,2023-05-13 00:00:00,3326.55,598.78,Credit,Returned,FALSE,3,FALSE
SHP0006404,ORD0006404,CUST000788,CAR008,WH099,VEH06141,RTE000239,Mangaluru,Karnataka,Hyderabad,Telangana,Toys & Games,349.94,16.64,2021-01-24 00:00:00,2021-02-02 00:00:00,2021-01-31 00:00:00,4663.43,839.42,Wallet,Delivered,FALSE,3,TRUE
SHP0006405,ORD0006405,CUST003963,CAR002,WH076,VEH01063,RTE004390,Indore,Madhya Pradesh,Howrah,West Bengal,Electronics,257.97,20.186,2023-06-08 00:00:00,2023-06-19 00:00:00,2023-06-23 00:00:00,3116.63,560.99,Prepaid,Pending Pickup,TRUE,2,FALSE
SHP0006406,ORD0006406,CUST001193,CAR005,WH098,VEH00711,RTE004899,Ponda,Goa,Asansol,West Bengal,Jewellery,178.28,17.266,2023-02-16 00:00:00,2023-02-26 00:00:00,2023-02-25 00:00:00,2953.95,531.71,Credit,Cancelled,FALSE,4,TRUE
SHP0006407,ORD0006407,CUST004765,CAR003,WH100,VEH02676,RTE003449,Ludhiana,Punjab,Jodhpur,Rajasthan,Furniture,105.19,16.399,2024-04-23 00:00:00,2024-04-29 00:00:00,2024-05-03 00:00:00,1575.39,283.57,COD,Returned,TRUE,3,FALSE
SHP0006408,ORD0006408,CUST001015,CAR008,WH032,VEH05787,RTE003584,Haldwani,Uttarakhand,Jalandhar,Punjab,Furniture,388.54,13.157,2024-05-08 00:00:00,2024-05-20 00:00:00,2024-05-20 00:00:00,6210.11,1117.82,UPI,Pending Pickup,FALSE,4,TRUE
SHP0006409,ORD0006409,CUST001395,CAR001,WH052,VEH04032,RTE002436,Silchar,Assam,Cuttack,Odisha,Automotive Parts,392.6,12.04,2022-01-08 00:00:00,2022-01-18 00:00:00,2022-01-17 00:00:00,3982.1,716.78,UPI,Returned,FALSE,1,TRUE
SHP0006410,ORD0006410,CUST003279,CAR010,WH060,VEH01963,RTE000705,Gurugram,Delhi,Jodhpur,Rajasthan,Sports & Fitness,89.36,9.905,2024-08-24 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,616.48,110.97,UPI,Returned,FALSE,3,TRUE
SHP0006411,ORD0006411,CUST004616,CAR004,WH082,VEH06663,RTE003804,Vadodara,Gujarat,Varanasi,Uttar Pradesh,Cosmetics & Personal Care,150.72,0.532,2023-04-16 00:00:00,2023-04-17 00:00:00,2023-04-18 00:00:00,1514.16,272.55,Prepaid,Cancelled,TRUE,3,FALSE
SHP0006412,ORD0006412,CUST004205,CAR015,WH003,VEH05220,RTE001392,Nashik,Maharashtra,Bokaro,Jharkhand,Books & Stationery,368.57,11.178,2021-05-19 00:00:00,2021-05-23 00:00:00,2021-05-26 00:00:00,5464.87,983.68,Wallet,Lost,TRUE,2,FALSE
SHP0006413,ORD0006413,CUST000781,CAR002,WH056,VEH01266,RTE004476,Kannur,Kerala,Solan,Himachal Pradesh,Home Appliances,107.32,1.486,2022-03-24 00:00:00,2022-03-27 00:00:00,2022-03-27 00:00:00,585.35,105.36,Credit,Lost,FALSE,4,FALSE
SHP0006414,ORD0006414,CUST002570,CAR010,WH096,VEH00053,RTE005709,New Delhi,Delhi,Ponda,Goa,Cosmetics & Personal Care,396.4,14.742,2023-11-30 00:00:00,2023-12-11 00:00:00,2023-12-10 00:00:00,5258.07,946.45,Prepaid,Delayed,TRUE,3,FALSE
SHP0006415,ORD0006415,CUST006747,CAR002,WH009,VEH04378,RTE004493,Madurai,Tamil Nadu,Ujjain,Madhya Pradesh,Industrial Goods,144.33,18.568,2021-09-28 00:00:00,2021-09-29 00:00:00,,1840.16,331.23,Credit,Delivered,FALSE,1,TRUE
SHP0006416,ORD0006416,CUST001998,CAR012,WH073,VEH01713,RTE002644,Bhagalpur,Bihar,Dharamshala,Himachal Pradesh,Jewellery,387.78,9.174,2023-04-20 00:00:00,2023-04-28 00:00:00,2023-04-28 00:00:00,2183.24,392.98,Prepaid,Delivered,TRUE,1,FALSE
SHP0006417,ORD0006417,CUST001826,CAR003,WH090,VEH05751,RTE005613,Dwarka,Delhi,Manali,Himachal Pradesh,Jewellery,165.84,17.511,2024-01-28 00:00:00,2024-02-08 00:00:00,2024-02-06 00:00:00,2294.29,412.97,Prepaid,Cancelled,FALSE,2,TRUE
SHP0006418,ORD0006418,CUST002217,CAR015,WH096,VEH03363,RTE003026,Bengaluru,Karnataka,Coimbatore,Tamil Nadu,Sports & Fitness,392.1,11.318,2023-09-03 00:00:00,2023-09-09 00:00:00,2023-09-08 00:00:00,2637.17,474.69,UPI,Lost,FALSE,1,FALSE
SHP0006419,ORD0006419,CUST002944,CAR012,WH064,VEH00818,RTE000750,Bhubaneswar,Odisha,Mapusa,Goa,Industrial Goods,144.34,10.613,2021-03-11 00:00:00,2021-03-18 00:00:00,2021-03-18 00:00:00,2552.94,459.53,Prepaid,Pending Pickup,FALSE,1,TRUE
SHP0006420,ORD0006420,CUST001846,CAR002,WH046,VEH05898,RTE004376,Darbhanga,Bihar,Jorhat,Assam,Cosmetics & Personal Care,253.29,3.178,2024-07-03 00:00:00,2024-07-04 00:00:00,2024-07-05 00:00:00,2999.68,539.94,COD,In Transit,TRUE,1,FALSE
SHP0006421,ORD0006421,CUST001573,CAR003,WH002,VEH03093,RTE004625,Jodhpur,Rajasthan,Pune,Maharashtra,Pharmaceuticals,356.11,5.285,2023-06-26 00:00:00,2023-07-08 00:00:00,2023-07-08 00:00:00,4639.22,835.06,Wallet,Delayed,FALSE,2,FALSE
SHP0006422,ORD0006422,CUST004460,CAR006,WH001,VEH05757,RTE003010,Margao,Goa,Belagavi,Karnataka,Toys & Games,115.61,11.617,2023-06-22 00:00:00,2023-06-28 00:00:00,2023-06-27 00:00:00,859.59,154.73,Wallet,In Transit,FALSE,3,FALSE
SHP0006423,ORD0006423,CUST002440,CAR013,WH028,VEH01514,RTE005354,Solan,Himachal Pradesh,Warangal,Telangana,Automotive Parts,?,22.114,2023-07-24 00:00:00,2023-07-27 00:00:00,2023-07-27 00:00:00,1065.11,191.72,Credit,In Transit,FALSE,2,FALSE
SHP0006424,ORD0006424,CUST006703,CAR011,WH068,VEH01164,RTE002681,Tezpur,Assam,Jodhpur,Rajasthan,Toys & Games,260.22,11.729,2023-06-19 00:00:00,2023-06-26 00:00:00,2023-06-25 00:00:00,3910.54,703.9,COD,In Transit,FALSE,2,TRUE
SHP0006425,ORD0006425,CUST001708,CAR010,WH010,VEH04124,RTE001887,Margao,Goa,Sambalpur,Odisha,Sports & Fitness,100.18,12.255,2024-05-05 00:00:00,2024-05-15 00:00:00,2024-05-13 00:00:00,1106.42,199.16,Prepaid,Returned,FALSE,4,FALSE
SHP0006426,ORD0006426,CUST000172,CAR014,WH093,VEH03844,RTE004899,Gurugram,Haryana,Vadodara,Gujarat,Automotive Parts,346.6,23.907,2023-02-07 00:00:00,2023-02-17 00:00:00,2023-02-16 00:00:00,2607.1,469.28,UPI,Returned,FALSE,1,TRUE
SHP0006427,ORD0006427,CUST005010,CAR006,WH039,VEH04831,RTE006742,Indore,Madhya Pradesh,Pune,Maharashtra,Industrial Goods,181.07,19.714,2023-08-18 00:00:00,2023-08-19 00:00:00,2023-08-17 00:00:00,2160.32,388.86,Prepaid,Out for Delivery,FALSE,3,FALSE
SHP0006428,ORD0006428,CUST005218,CAR004,WH083,VEH02368,RTE002297,Patiala,Punjab,Lucknow,Uttar Pradesh,Furniture,185.89,,2021-03-25 00:00:00,2021-03-27 00:00:00,2021-03-25 00:00:00,--,557,Credit,Delayed,FALSE,3,N
SHP0006429,ORD0006429,CUST001134,CAR006,WH008,VEH03871,RTE002838,Meerut,Uttar Pradesh,Silchar,Assam,Office Supplies,143.25,0.88,2024-09-01 00:00:00,2024-09-13 00:00:00,2024-09-17 00:00:00,2353.08,423.55,UPI,Delayed,TRUE,4,FALSE
SHP0006430,ORD0006430,CUST003421,CAR004,WH033,VEH01909,RTE001663,Haldwani,Uttarakhand,Dwarka,Delhi,Industrial Goods,18.06,24.907,2022-02-25 00:00:00,2022-03-03 00:00:00,2022-03-02 00:00:00,167.71,30.19,Net Banking,Cancelled,FALSE,4,TRUE
