Vehicle_ID,Carrier_ID,Vehicle_Type,Registration_No,Model,Manufacture_Year,Fuel_Type,Max_Payload_tons,Mileage_kmpl,Odometer_km,Last_Service_Date,Next_Service_Due,GPS_Enabled,Insurance_Expiry,Operational_State,Driver_ID,Is_Active
VEH05319,CAR001,Light Commercial Vehicle,MH15EF9485,TATA 407,2010,Petrol,6.14,5.6,353017,2022-05-27 00:00:00,2022-02-15 00:00:00,FALSE,2021-10-12 00:00:00,Maharashtra,DRV00361,FALSE
VEH05320,CAR005,Refrigerated Truck,UK93XY5776,Force Traveller,2009,LNG,21.95,22.2,167940,2023-11-26 00:00:00,2025-06-28 00:00:00,FALSE,2023-03-31 00:00:00,Uttarakhand,DRV03628,TRUE
VEH05321,CAR015,Tempo,DL19PQ7107,BharatBenz 1415,2020,Diesel,9.01,15.7,318425,2024-05-05 00:00:00,2021-08-21 00:00:00,FALSE,2022-07-10 00:00:00,Delhi,DRV00265,FALSE
VEH05322,CAR001,Pickup Van,OD85CD9053,Eicher Pro 2049,2016,Electric,3.37,12.2,53763,2021-06-04 00:00:00,2021-12-09 00:00:00,TRUE,2025-09-25 00:00:00,Odisha,DRV01899,FALSE
VEH05323,CAR010,Medium Truck,HR31XY2990,Ashok Leyland DOST,2019,Petrol,16.76,13.9,48302,2022-12-20 00:00:00,2023-10-21 00:00:00,TRUE,2021-06-28 00:00:00,Haryana,DRV02728,TRUE
VEH05324,CAR008,Heavy Truck,BR40PQ5619,TVS King,2024,LNG,11.23,16.8,54646,2022-06-19 00:00:00,2025-01-22 00:00:00,No,2024-12-12 00:00:00,Bihar,DRV02828,TRUE
VEH05325,CAR009,3-Wheeler,WB41PQ6673,TVS King,2008,CNG,21.85,15.8,198738,2021-11-10 00:00:00,2022-06-02 00:00:00,TRUE,2025-11-19 00:00:00,West Bengal,DRV00426,TRUE
VEH05326,CAR008,Medium Truck,KA19PQ1231,Mahindra Bolero Pickup,2023,Diesel,26.8,19.6,335524,2021-10-25 00:00:00,2023-08-03 00:00:00,TRUE,2023-10-29 00:00:00,Karnataka,DRV01430,TRUE
VEH05327,CAR008,Medium Truck,AS87XY2430,BharatBenz 1415,2017,Electric,1.17,14.1,310604,,2025-03-11 00:00:00,TRUE,2021-03-10 00:00:00,Assam,DRV04039,FALSE
VEH05328,CAR011,Light Commercial Vehicle,PB92AB1466,Tata Ace,2015,CNG,19.13,19.8,432063,2024-10-16 00:00:00,2025-06-12 00:00:00,TRUE,2024-11-05 00:00:00,Punjab,DRV02652,TRUE
VEH05329,CAR011,Tempo,WB21PQ8276,TVS King,2021,CNG,unknown,24.4,,2024-01-26 00:00:00,2021-08-30 00:00:00,TRUE,2025-11-02 00:00:00,West Bengal,DRV03948,FALSE
VEH05330,CAR004,Medium Truck,TS70EF3351,TATA 407,2019,LNG,8.32,17.8,163537,2024-04-12 00:00:00,2021-11-08 00:00:00,FALSE,2023-04-05 00:00:00,Telangana,DRV04637,FALSE
VEH05331,CAR009,Container Truck,KL61PQ7133,Force Traveller,2014,Diesel,7.94,11.8,99113,2021-04-25 00:00:00,2025-09-29 00:00:00,FALSE,2023-03-28 00:00:00,Kerala,DRV04157,TRUE
VEH05332,CAR001,Pickup Van,HP62CD5048,Ashok Leyland DOST,2019,Diesel,25.74,20.1,441339,2023-12-22 00:00:00,2023-05-29 00:00:00,TRUE,2021-02-12 00:00:00,Himachal Pradesh,DRV01666,FALSE
VEH05333,CAR007,Pickup Van,UK84CD4666,TATA 407,2024,Petrol,11.05,13.2,494424,2024-10-28 00:00:00,2021-01-26 00:00:00,FALSE,2022-05-14 00:00:00,Uttarakhand,DRV00206,TRUE
VEH05334,CAR005,Heavy Truck,BR73PQ2619,Tata LPT 1613,2022,LNG,6.08,7.5,160471,2021-06-24 00:00:00,2023-12-11 00:00:00,FALSE,2024-01-12 00:00:00,Bihar,DRV04453,TRUE
VEH05335,CAR008,Heavy Truck,RJ13PQ3096,Force Traveller,2010,LNG,18.38,11.1,327092,2021-04-02 00:00:00,2023-11-22 00:00:00,FALSE,2021-11-10 00:00:00,Rajasthan,DRV02522,TRUE
VEH05336,CAR010,Container Truck,TN80EF1050,Maruti Super Carry,2024,CNG,14.07,,146920,2024-03-27 00:00:00,2024-09-08 00:00:00,FALSE,2026-09-27 00:00:00,Tamil Nadu,DRV03068,TRUE
VEH05337,CAR008,3-Wheeler,GJ32AB5771,Tata Ace,2012,Petrol,25.09,18.7,384785,2022-07-28 00:00:00,2025-03-02 00:00:00,TRUE,2024-05-05 00:00:00,Gujarat,DRV04143,TRUE
VEH05338,CAR004,Container Truck,HP27CD3690,Ashok Leyland DOST,2017,CNG,12.71,11.4,281783,,2025-08-17 00:00:00,TRUE,2025-01-22 00:00:00,Himachal Pradesh,DRV04885,FALSE
VEH05339,CAR015,Container Truck,KL90XY6667,TVS King,2011,Electric,11.55,,330491,2023-06-23 00:00:00,2025-07-23 00:00:00,FALSE,2022-10-18 00:00:00,Kerala,DRV03455,TRUE
VEH05340,CAR004,Heavy Truck,AS77AB9628,Yulu Miracle,2016,LNG,1.4,20.4,13290,2021-08-27 00:00:00,2024-10-24 00:00:00,TRUE,2025-05-20 00:00:00,Assam,DRV03988,FALSE
VEH05341,CAR003,3-Wheeler,MH58XY1904,Tata LPT 1613,2018,CNG,18.09,4.3,353832,2021-01-10 00:00:00,2025-09-28 00:00:00,FALSE,2021-08-05 00:00:00,Maharashtra,DRV02409,FALSE
VEH05342,CAR008,Tempo,OD59CD1166,TVS King,2013,Petrol,28.96,20.1,237368,,2024-10-23 00:00:00,TRUE,2025-01-18 00:00:00,Odisha,DRV03876,TRUE
VEH05343,CAR008,Light Commercial Vehicle,OD86CD7726,TATA 407,2020,Electric,29.44,9.8,428672,2023-07-20 00:00:00,2023-07-19 00:00:00,FALSE,2021-11-06 00:00:00,Odisha,DRV04436,TRUE
VEH05344,CAR014,Medium Truck,DL76PQ7290,Force Traveller,2012,Electric,3.2,14.6,203127,2021-08-31 00:00:00,2021-12-22 00:00:00,FALSE,2023-01-10 00:00:00,Delhi,DRV04628,FALSE
VEH05345,CAR012,Pickup Van,GA71AB4874,Maruti Super Carry,2015,LNG,9.54,24.3,100211,2023-04-02 00:00:00,2024-07-11 00:00:00,0,2026-08-01 00:00:00,Goa,DRV03189,FALSE
VEH05346,CAR003,Refrigerated Truck,JH83CD3491,TATA 407,2018,Diesel,2.76,,87736,2022-04-23 00:00:00,2023-11-04 00:00:00,TRUE,2022-07-29 00:00:00,Jharkhand,DRV03869,TRUE
VEH05347,CAR011,Container Truck,UK48XY5477,Piaggio Ape,2024,Diesel,8.44,14.4,312857,2022-11-27 00:00:00,2025-10-08 00:00:00,TRUE,2022-01-08 00:00:00,Uttarakhand,DRV03680,no
VEH05348,CAR012,Refrigerated Truck,TS97XY4154,Euler HiLoad,2010,Electric,26.07,22.2,425441,2022-07-08 00:00:00,2023-04-29 00:00:00,FALSE,2023-02-25 00:00:00,Telangana,DRV02747,TRUE
VEH05349,CAR011,Refrigerated Truck,JH36PQ1480,Tata Ace,2021,LNG,24.71,13.2,472961,2023-05-27 00:00:00,2022-06-27 00:00:00,FALSE,2021-09-09 00:00:00,Jharkhand,DRV01755,TRUE
VEH05350,CAR003,Heavy Truck,UP28EF5493,Mahindra Bolero Pickup,2011,LNG,28.19,15.8,324934,2021-10-05 00:00:00,2025-12-23 00:00:00,FALSE,2022-05-16 00:00:00,Uttar Pradesh,DRV03034,FALSE
VEH05351,CAR009,Pickup Van,UP97PQ8653,Force Traveller,2013,Petrol,24.84,21.2,82218,,2022-07-17 00:00:00,TRUE,2022-07-15 00:00:00,Uttar Pradesh,DRV03494,FALSE
VEH05352,CAR012,3-Wheeler,UK41XY5943,Ashok Leyland DOST,2012,LNG,28.42,11.2,124506,2024-05-29 00:00:00,2025-11-22 00:00:00,FALSE,2025-07-14 00:00:00,Uttarakhand,DRV01801,TRUE
VEH05353,CAR012,Pickup Van,RJ47EF8369,Maruti Super Carry,2020,Electric,19.16,10.1,362026,2021-03-25 00:00:00,2022-01-19 00:00:00,TRUE,2021-05-18 00:00:00,Rajasthan,DRV01740,TRUE
VEH05354,CAR015,Pickup Van,MH82CD5175,Ashok Leyland DOST,2009,LNG,14.54,17.9,373826,2022-10-02 00:00:00,2022-07-13 00:00:00,FALSE,2021-11-20 00:00:00,Maharashtra,DRV02473,FALSE
VEH05355,CAR013,Heavy Truck,OD91XY2703,Mahindra Bolero Pickup,2022,LNG,7.29,22.4,294738,2022-01-31 00:00:00,2024-09-09 00:00:00,TRUE,2021-08-09 00:00:00,Odisha,DRV00915,FALSE
VEH05356,CAR002,2-Wheeler,GA97CD1309,Yulu Miracle,2012,Electric,23.6,12.8,426384,2021-05-23 00:00:00,2023-08-26 00:00:00,TRUE,2022-03-11 00:00:00,Goa,DRV01953,FALSE
VEH05357,CAR010,Container Truck,JH35XY6312,Force Traveller,2016,Diesel,unknown,4.8,94002,2022-07-31 00:00:00,2025-11-19 00:00:00,FALSE,2022-11-30 00:00:00,Jharkhand,DRV04055,TRUE
VEH05358,CAR005,2-Wheeler,WB11XY4928,Yulu Miracle,2018,Petrol,15.29,9.2,279298,2023-09-29 00:00:00,2023-08-06 00:00:00,TRUE,2026-07-20 00:00:00,West Bengal,DRV04371,FALSE
VEH05359,CAR014,Medium Truck,DL81EF8173,TATA 407,2018,LNG,24.89,11.7,59519,2024-01-05 00:00:00,2025-12-04 00:00:00,FALSE,2021-08-13 00:00:00,Delhi,DRV00589,TRUE
VEH05360,CAR014,Container Truck,MH47EF9577,Force Traveller,2023,Diesel,24.54,,143561,2021-12-04 00:00:00,2025-11-30 00:00:00,TRUE,2021-08-24 00:00:00,Maharashtra,DRV04123,TRUE
VEH05361,CAR010,Light Commercial Vehicle,DL33CD5535,Hero Splendor,2019,Diesel,27.18,20,329582,2024-12-02 00:00:00,2025-08-01 00:00:00,FALSE,2022-03-20 00:00:00,Delhi,DRV00532,TRUE
VEH05362,CAR007,Container Truck,WB14CD8625,Euler HiLoad,2020,Petrol,6.91,3.5,61803,2021-07-17 00:00:00,2024-12-27 00:00:00,TRUE,2021-11-15 00:00:00,West Bengal,DRV01339,TRUE
VEH05363,CAR014,Light Commercial Vehicle,TS81AB9760,BharatBenz 1415,2021,Diesel,1.46,9.9,411906,2021-03-03 00:00:00,2022-08-24 00:00:00,FALSE,2021-05-19 00:00:00,Telangana,DRV02545,TRUE
VEH05364,CAR001,Pickup Van,MP37XY4681,Bajaj RE,2011,Electric,14.39,9.7,320009,,2023-01-18 00:00:00,Yes,2021-07-24 00:00:00,Madhya Pradesh,DRV03057,TRUE
VEH05365,CAR003,Medium Truck,UP99AB3590,Force Traveller,2012,Petrol,20.42,8.7,57844,2022-12-15 00:00:00,2021-02-24 00:00:00,FALSE,2026-05-10 00:00:00,Uttar Pradesh,DRV01651,FALSE
VEH05366,CAR004,Medium Truck,UP94AB5213,Ashok Leyland DOST,2013,Electric,5.77,5,338374,2023-10-26 00:00:00,2023-09-26 00:00:00,FALSE,2021-09-11 00:00:00,Uttar Pradesh,DRV00462,TRUE
VEH05367,CAR011,2-Wheeler,KL94CD7605,Tata Ace,2018,Electric,12.05,3.7,325553,2022-02-23 00:00:00,2025-07-30 00:00:00,TRUE,2021-03-21 00:00:00,Kerala,DRV04293,FALSE
VEH05368,CAR004,2-Wheeler,JH57EF4842,Bajaj RE,2023,Diesel,2.88,14,419638,2023-12-14 00:00:00,2023-11-25 00:00:00,TRUE,2025-05-04 00:00:00,Jharkhand,DRV01132,FALSE
VEH05369,CAR012,Container Truck,OD27AB3807,Eicher Pro 2049,2015,Diesel,10.57,14.4,291316,2024-07-03 00:00:00,2023-05-31 00:00:00,TRUE,2025-07-20 00:00:00,Odisha,DRV03266,yes
VEH05370,CAR015,Tempo,PB77CD8581,Mahindra Bolero Pickup,2014,LNG,7.13,,111954,2024-01-14 00:00:00,2022-04-07 00:00:00,FALSE,2024-05-16 00:00:00,Punjab,DRV04640,TRUE
VEH05371,CAR007,Pickup Van,OD53PQ7074,TVS King,2011,CNG,22.11,23.4,180770,2024-04-06 00:00:00,2024-05-01 00:00:00,TRUE,2025-07-06 00:00:00,Odisha,DRV00796,TRUE
VEH05372,CAR011,2-Wheeler,RJ86CD5160,Yulu Miracle,2009,Electric,15.94,4.9,154168,,2025-03-17 00:00:00,TRUE,2023-10-20 00:00:00,Rajasthan,DRV01909,TRUE
VEH05373,CAR007,Mini Truck,JH31XY6701,Tata Ace,2015,LNG,27.44,4.5,298355,2022-07-21 00:00:00,2021-11-03 00:00:00,FALSE,2022-12-31 00:00:00,Jharkhand,DRV04964,FALSE
VEH05374,CAR015,Refrigerated Truck,GA10PQ4058,TVS King,2014,Petrol,22.48,9.6,173119,2022-04-13 00:00:00,2024-03-10 00:00:00,TRUE,2026-11-25 00:00:00,Goa,DRV03486,TRUE
VEH05375,CAR011,Tempo,TN63EF1846,TVS King,2023,Electric,18.06,7,248388,2023-10-08 00:00:00,2022-09-03 00:00:00,TRUE,2024-12-15 00:00:00,Tamil Nadu,DRV03559,TRUE
VEH05376,CAR001,Tempo,GA60CD3457,Maruti Super Carry,2012,CNG,24.58,16.8,205056,2023-06-19 00:00:00,2022-01-07 00:00:00,FALSE,2024-07-17 00:00:00,Goa,DRV02629,TRUE
VEH05377,CAR012,3-Wheeler,TN32CD7116,Eicher Pro 2049,2008,Electric,9.73,18.9,88481,2024-05-10 00:00:00,2023-05-31 00:00:00,TRUE,2021-07-09 00:00:00,Tamil Nadu,DRV01130,TRUE
VEH05378,CAR010,2-Wheeler,JH21AB6683,Tata Ace,2022,LNG,18.23,12.7,363751,2024-03-18 00:00:00,2023-04-26 00:00:00,FALSE,2022-05-19 00:00:00,Jharkhand,DRV04582,TRUE
VEH05379,CAR011,Heavy Truck,PB40EF2973,Force Traveller,2013,Petrol,26.58,24.7,41906,2023-07-20 00:00:00,2025-11-29 00:00:00,TRUE,2024-06-24 00:00:00,Punjab,DRV04603,Active
VEH05380,CAR011,Heavy Truck,JH60PQ5689,Maruti Super Carry,2015,Diesel,22.08,14.1,359977,2024-11-09 00:00:00,2024-07-06 00:00:00,FALSE,2024-01-24 00:00:00,Jharkhand,DRV00082,FALSE
VEH05381,CAR005,Light Commercial Vehicle,HP68XY5020,Force Traveller,2013,LNG,12.47,5.7,38867,2022-02-09 00:00:00,2022-08-17 00:00:00,FALSE,2022-03-14 00:00:00,Himachal Pradesh,DRV03122,TRUE
VEH05382,CAR015,Refrigerated Truck,WB68EF8357,Hero Splendor,2019,Electric,25.19,10.7,179281,,2024-03-23 00:00:00,TRUE,2022-01-23 00:00:00,West Bengal,DRV01473,Inactive
VEH05383,CAR014,Heavy Truck,MP64AB2481,Euler HiLoad,2022,LNG,15.98,5.4,408487,2023-06-04 00:00:00,2023-08-19 00:00:00,FALSE,2021-10-07 00:00:00,Madhya Pradesh,DRV04498,FALSE
VEH05384,CAR007,Heavy Truck,HR17XY8548,Tata Ace,2017,CNG,29.99,,345106,,2021-09-02 00:00:00,TRUE,2024-07-09 00:00:00,Haryana,DRV00196,FALSE
VEH05385,CAR008,Mini Truck,WB54EF6020,Piaggio Ape,2021,CNG,19.08,15.9,300863,2022-01-04 00:00:00,2022-02-11 00:00:00,TRUE,2024-01-20 00:00:00,West Bengal,DRV01789,TRUE
VEH05386,CAR007,3-Wheeler,PB95AB8162,Bajaj RE,2024,LNG,3.43,8.2,104578,2023-11-19 00:00:00,2022-12-07 00:00:00,TRUE,2023-07-29 00:00:00,Punjab,DRV00011,TRUE
VEH05387,CAR004,Medium Truck,KA95EF3059,Force Traveller,2019,Petrol,14.1,16.7,84725,2021-06-07 00:00:00,2021-07-06 00:00:00,FALSE,2026-01-26 00:00:00,Karnataka,DRV03804,yes
VEH05388,CAR010,Tempo,KL74AB1094,Tata Ace,2014,LNG,7.35,4.2,160242,2023-12-20 00:00:00,2021-06-02 00:00:00,TRUE,2026-01-18 00:00:00,Kerala,DRV01843,TRUE
VEH05389,CAR003,Refrigerated Truck,UK23CD1580,TATA 407,2022,Diesel,18.05,,2172,2022-03-09 00:00:00,2022-08-08 00:00:00,TRUE,2022-01-07 00:00:00,Uttarakhand,DRV04393,FALSE
VEH05390,CAR010,Mini Truck,DL35EF9354,Piaggio Ape,2017,Petrol,6.47,18.4,496734,2024-07-11 00:00:00,2024-02-15 00:00:00,TRUE,2022-08-09 00:00:00,Delhi,DRV04520,TRUE
VEH05391,CAR013,Light Commercial Vehicle,BR67EF3851,TVS King,2012,Electric,16.16,8.6,494041,2022-04-14 00:00:00,2025-05-30 00:00:00,FALSE,2025-03-14 00:00:00,Bihar,DRV03878,TRUE
VEH05392,CAR008,Tempo,OD29CD3710,Piaggio Ape,2017,Electric,20.23,20.1,177582,,2024-09-10 00:00:00,TRUE,2023-06-04 00:00:00,Odisha,DRV02386,TRUE
VEH05393,CAR002,Container Truck,MP88XY2258,Euler HiLoad,2009,Diesel,9.89,23.7,492418,2022-11-19 00:00:00,2022-06-14 00:00:00,TRUE,2026-02-22 00:00:00,Madhya Pradesh,DRV03446,TRUE
VEH05394,CAR002,Tempo,KA54CD1862,TVS King,2021,Petrol,29.27,16.7,91200,2023-05-23 00:00:00,2024-08-11 00:00:00,TRUE,2021-02-13 00:00:00,Karnataka,DRV03085,FALSE
VEH05395,CAR012,Refrigerated Truck,RJ45EF9217,Eicher Pro 2049,2012,Electric,unknown,8.3,274170,2022-02-07 00:00:00,2023-05-09 00:00:00,TRUE,2023-11-26 00:00:00,Rajasthan,DRV00128,TRUE
VEH05396,CAR014,Pickup Van,HP24PQ9115,TATA 407,2010,LNG,19.92,7.8,492753,2023-07-19 00:00:00,2023-08-29 00:00:00,TRUE,2022-05-11 00:00:00,Himachal Pradesh,DRV01191,TRUE
VEH05397,CAR011,3-Wheeler,MH10EF4418,Maruti Super Carry,2011,Electric,21.82,21.5,155953,2023-10-03 00:00:00,2023-12-12 00:00:00,TRUE,2023-09-20 00:00:00,Maharashtra,DRV02797,TRUE
VEH05398,CAR003,Medium Truck,MH29XY8446,Bajaj RE,2023,Electric,14.55,9.7,451004,2024-02-09 00:00:00,2022-09-14 00:00:00,TRUE,2021-02-25 00:00:00,Maharashtra,DRV04677,TRUE
VEH05399,CAR008,Tempo,HP78EF9552,BharatBenz 1415,2024,Petrol,11.17,11.6,360991,2021-03-31 00:00:00,2023-01-05 00:00:00,FALSE,2021-12-14 00:00:00,Himachal Pradesh,DRV04662,TRUE
VEH05400,CAR001,Pickup Van,MP20XY8613,Maruti Super Carry,2011,Petrol,29.85,21.5,53227,2024-08-20 00:00:00,2024-07-10 00:00:00,TRUE,2022-05-19 00:00:00,Madhya Pradesh,DRV01936,FALSE
VEH05401,CAR001,Container Truck,UP21EF7107,BharatBenz 1415,2019,Electric,9.36,19.6,282775,2022-07-21 00:00:00,2021-01-17 00:00:00,TRUE,2026-07-01 00:00:00,Uttar Pradesh,DRV04187,TRUE
VEH05402,CAR004,2-Wheeler,WB52CD9306,Piaggio Ape,2011,LNG,14.56,17.2,163720,,2022-08-27 00:00:00,TRUE,2025-02-10 00:00:00,West Bengal,DRV03268,yes
VEH05403,CAR010,Medium Truck,TN11XY2643,Tata Ace,2017,CNG,12.61,16.8,54483,2022-02-26 00:00:00,2025-03-04 00:00:00,FALSE,2022-07-05 00:00:00,Tamil Nadu,DRV04820,FALSE
VEH05404,CAR011,3-Wheeler,JH19CD9291,TVS King,2012,CNG,18.23,22.3,349016,2023-10-21 00:00:00,2024-11-17 00:00:00,FALSE,2021-01-22 00:00:00,Jharkhand,DRV03267,TRUE
VEH05405,CAR008,Medium Truck,UP41EF9959,TATA 407,2011,CNG,6,20,404158,2023-07-14 00:00:00,2024-03-02 00:00:00,TRUE,2022-06-04 00:00:00,Uttar Pradesh,DRV00808,TRUE
VEH05406,CAR005,Container Truck,WB10XY8928,Euler HiLoad,2012,LNG,1.57,17.5,157043,2023-11-11 00:00:00,2024-12-02 00:00:00,TRUE,2025-03-10 00:00:00,West Bengal,DRV02492,TRUE
VEH05407,CAR010,Pickup Van,PB61EF3878,Hero Splendor,2022,Petrol,13.52,22.3,114323,2021-02-02 00:00:00,2023-03-31 00:00:00,TRUE,2021-11-28 00:00:00,Punjab,DRV04081,FALSE
VEH05408,CAR011,Medium Truck,HP15EF4889,Maruti Super Carry,2022,Diesel,8.76,11.4,290291,2023-01-25 00:00:00,2023-02-21 00:00:00,TRUE,2021-04-02 00:00:00,Himachal Pradesh,DRV00158,TRUE
VEH05409,CAR003,2-Wheeler,PB46CD3560,Ashok Leyland DOST,2021,CNG,--,8.6,361059,2024-03-11 00:00:00,2022-05-08 00:00:00,TRUE,2022-06-20 00:00:00,Punjab,DRV04929,TRUE
VEH05410,CAR014,Pickup Van,UK86AB1840,Piaggio Ape,2011,Electric,29.57,9.1,123327,2022-07-29 00:00:00,2024-03-15 00:00:00,TRUE,2022-04-11 00:00:00,Uttarakhand,DRV02602,TRUE
VEH05411,CAR004,Mini Truck,GA17CD1845,Euler HiLoad,2023,Electric,20.83,6.8,87450,2023-01-19 00:00:00,2022-02-19 00:00:00,TRUE,2021-03-07 00:00:00,Goa,DRV04736,TRUE
VEH05412,CAR009,Pickup Van,HP32PQ9061,Tata Ace,2024,Petrol,7.72,18.9,65643,2024-09-03 00:00:00,2022-02-10 00:00:00,TRUE,2023-01-15 00:00:00,Himachal Pradesh,DRV03789,FALSE
VEH05413,CAR009,Mini Truck,OD80XY4134,Yulu Miracle,2012,LNG,29.88,5.2,89407,2021-03-09 00:00:00,2023-04-17 00:00:00,TRUE,2023-08-27 00:00:00,Odisha,DRV04634,TRUE
VEH05414,CAR007,Pickup Van,AS78EF2982,Euler HiLoad,2013,Diesel,16.09,7.4,172728,2024-09-14 00:00:00,2022-02-25 00:00:00,FALSE,2022-07-03 00:00:00,Assam,DRV01797,FALSE
VEH05415,CAR006,3-Wheeler,WB49EF9315,Mahindra Bolero Pickup,2012,LNG,23.46,24.5,335724,2021-07-13 00:00:00,2025-01-30 00:00:00,TRUE,2026-07-14 00:00:00,West Bengal,DRV02228,TRUE
VEH05416,CAR003,Mini Truck,UP17AB8502,Ashok Leyland DOST,2014,Electric,16.98,12.2,493674,2021-11-09 00:00:00,2025-07-05 00:00:00,FALSE,2025-05-20 00:00:00,Uttar Pradesh,DRV04342,FALSE
VEH05417,CAR012,3-Wheeler,KL31AB4399,Euler HiLoad,2014,LNG,3.76,11.3,413096,2021-12-16 00:00:00,2022-07-15 00:00:00,TRUE,2023-09-16 00:00:00,Kerala,DRV03576,TRUE
VEH05418,CAR003,Tempo,HR73CD8386,Hero Splendor,2017,Petrol,24.53,21.8,328819,2021-08-23 00:00:00,2022-05-15 00:00:00,TRUE,2023-02-28 00:00:00,Haryana,DRV04244,FALSE
VEH05419,CAR006,3-Wheeler,TS16EF6502,BharatBenz 1415,2017,Electric,20.73,,264560,2023-06-23 00:00:00,2025-12-01 00:00:00,FALSE,2022-06-28 00:00:00,Telangana,DRV01562,Active
VEH05420,CAR015,Heavy Truck,JH40AB3031,Force Traveller,2008,LNG,21.41,21.7,393696,2023-10-29 00:00:00,2025-11-11 00:00:00,FALSE,2024-03-27 00:00:00,Jharkhand,DRV02320,FALSE
VEH05421,CAR015,Heavy Truck,RJ69XY1816,Maruti Super Carry,2023,LNG,17.65,8.2,481014,2022-05-19 00:00:00,2023-03-27 00:00:00,FALSE,2026-08-13 00:00:00,Rajasthan,DRV01353,FALSE
VEH05422,CAR004,Refrigerated Truck,PB15AB6444,Yulu Miracle,2013,CNG,8.95,3.1,466435,2022-10-29 00:00:00,2023-12-13 00:00:00,TRUE,2024-10-09 00:00:00,Punjab,DRV01836,FALSE
VEH05423,CAR009,2-Wheeler,OD20AB9699,Ashok Leyland DOST,2011,Diesel,18.79,17.4,469961,,2024-07-26 00:00:00,FALSE,2021-12-09 00:00:00,Odisha,DRV03049,FALSE
VEH05424,CAR001,Container Truck,HR73EF6666,Hero Splendor,Unknown,Diesel,15.29,5.3,7850,2022-09-01 00:00:00,2023-12-26 00:00:00,TRUE,2025-11-29 00:00:00,Haryana,DRV02002,FALSE
VEH05425,CAR008,Mini Truck,UK87EF2411,Eicher Pro 2049,2015,CNG,24.09,13.8,224023,2022-03-11 00:00:00,2023-08-23 00:00:00,TRUE,2023-03-26 00:00:00,Uttarakhand,DRV01640,TRUE
VEH05426,CAR001,Refrigerated Truck,RJ82PQ2108,BharatBenz 1415,2020,Electric,14.68,10.9,354256,2021-07-01 00:00:00,2023-02-11 00:00:00,TRUE,2021-09-28 00:00:00,Rajasthan,DRV04607,TRUE
VEH05427,CAR002,3-Wheeler,RJ35AB8634,Tata Ace,2024,CNG,16.43,,193071,2022-10-06 00:00:00,2025-06-20 00:00:00,TRUE,2024-09-10 00:00:00,Rajasthan,DRV03201,FALSE
VEH05428,CAR002,Medium Truck,KL51PQ5094,Eicher Pro 2049,2014,Diesel,18.19,23.8,86257,2021-02-03 00:00:00,2022-06-29 00:00:00,FALSE,2026-10-27 00:00:00,Kerala,DRV01767,TRUE
VEH05429,CAR006,Refrigerated Truck,OD51PQ3324,BharatBenz 1415,2023,CNG,20.15,15.3,5651,2024-06-15 00:00:00,2022-03-07 00:00:00,TRUE,2024-02-08 00:00:00,Odisha,DRV02375,FALSE
VEH05430,CAR011,Light Commercial Vehicle,MP76CD9790,BharatBenz 1415,2018,Petrol,3.61,4.4,,2024-09-17 00:00:00,2025-11-03 00:00:00,FALSE,2025-09-10 00:00:00,Madhya Pradesh,DRV00960,FALSE
VEH05431,CAR001,Refrigerated Truck,MP10CD8695,Hero Splendor,2016,Petrol,unknown,12.3,349233,2024-12-05 00:00:00,2022-03-27 00:00:00,FALSE,2025-09-12 00:00:00,Madhya Pradesh,DRV02979,FALSE
VEH05432,CAR007,Light Commercial Vehicle,KL44AB9445,TVS King,2016,Petrol,20.3,7.2,153128,2022-03-04 00:00:00,2024-10-19 00:00:00,TRUE,2025-08-06 00:00:00,Kerala,DRV03187,TRUE
VEH05433,CAR006,Container Truck,KA28EF2139,TATA 407,2008,CNG,19.25,15.5,297685,2021-08-25 00:00:00,2025-05-25 00:00:00,TRUE,2023-06-12 00:00:00,Karnataka,DRV01033,FALSE
VEH05434,CAR015,Refrigerated Truck,MP72AB3142,Maruti Super Carry,2024,Petrol,2.91,21.4,561,2024-09-05 00:00:00,2025-07-04 00:00:00,TRUE,2025-09-29 00:00:00,Madhya Pradesh,DRV00014,TRUE
VEH05435,CAR006,2-Wheeler,MH95XY8989,Force Traveller,2024,Electric,24.72,11.6,353888,2021-06-06 00:00:00,2024-07-03 00:00:00,FALSE,2024-03-18 00:00:00,Maharashtra,DRV00630,TRUE
VEH05436,CAR011,Medium Truck,MH37EF6476,Piaggio Ape,2009,CNG,N/A,13.7,403515,2024-01-25 00:00:00,2023-05-03 00:00:00,FALSE,2022-01-30 00:00:00,Maharashtra,DRV04452,no
VEH05437,CAR009,Tempo,MH20PQ3843,Eicher Pro 2049,2020,CNG,24.12,16.4,33471,2023-03-01 00:00:00,2023-12-22 00:00:00,TRUE,2023-12-19 00:00:00,Maharashtra,DRV02172,Inactive
VEH05438,CAR009,Refrigerated Truck,HR74AB1543,Force Traveller,2015,LNG,18.63,4.9,206646,2022-04-22 00:00:00,2024-12-29 00:00:00,TRUE,2026-01-27 00:00:00,Haryana,DRV00278,FALSE
VEH05439,CAR014,2-Wheeler,HR33XY7441,Mahindra Bolero Pickup,2012,LNG,11.77,19.1,35478,2023-04-18 00:00:00,2022-12-05 00:00:00,FALSE,2023-10-11 00:00:00,Haryana,DRV02591,TRUE
